"URL","Artist","Hometown","Tags","Description","Youtube Link"
"http://do512.com/c/sx2013/bands/paper-lions","Paper Lions","Charlottetown, Canada Tags: rock, indie, alternative","rock, indie, alternative","There is more than one group with the name ""Paper Lions"" One is Paper Lions (formally Chucky Danger)and is composed of ten time East Coast Music award nominated artists John MacPhee, Rob MacPhee, Colin Buchanan, and David Cyrus MacDonald. They have performed for tens of thousands of people, earning critical acclaim and regional and national awards including Touring Artist of the Year from the Canadian Arts Presenters Organization (2007) and Pop Recording of the Year from the East Coast Music Awards (2005). Paper Lions self titled 2007 album was produced by Danny Blume of grammy award winning team Good and Evil. The eleven song record spans eras of influence, shamelessly evoking the work of the bands musical mentors; The Beatles, The Beach Boys, The Police, Queen, Michael Jackson, The Shins, Sufjan Stevens. It crosses genre lines as though they don`t exist, with tracks incorporating classic rock, pop, folk, blues, and barber shop. Paper Lions performed over 250 shows in 2007 alone. Their live show has been compared to ``…the Police on speed.`` A turn at The Warped Tour in the summer of 2007 spawned this review from Vancouvers premiere arts magazine, the Georgia Strait; ""… the lucky few that wandered over to the unenviable Hot Topic stage, at the other end of the T-Bird field, were treated to a performance by Prince Edward Island’s Chucky Danger (now Paper Lions) a dapper suit-sporting quartet playing its first Warped gig. Sounding like Franz Ferdinand and moving like the Talking Heads, this group put on a real show, complete with fantastic tunes and stage presence, and enough charisma to draw more than 300 fans by the end of its too-short time on stage… you couldn’t help but feel that their kind of magic was the true reason to go to Warped – the off chance that you might discover something great."" Listen at Last.fm","http://www.youtube.com/e/JrA2yo0wwDk?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/trapdoor-social","Trapdoor Social","Los Angeles, CA",,,"http://www.youtube.com/e/LovgenGysUQ?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/gayle-skidmore","Gayle Skidmore","San Diego Tags: indie, singer-songwriter, female vocalist","indie, singer-songwriter, female vocalist","Folk Rock / Indie / Pop","http://www.youtube.com/e/GRdoNMZ-pbY?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/ducky-and-the-vintage","Ducky and the Vintage",,,,
"http://do512.com/c/sx2013/bands/the-kickback","The Kickback","Sioux Falls, SD via Chicago, IL Tags: hardcore, indie rock, awesome","hardcore, indie rock, awesome",,"http://www.youtube.com/e/QqKaOrl6BYM?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/heidi-happy","Heidi Happy","Luzern, Switz Tags: singer-songwriter, female vocalists, swiss","singer-songwriter, female vocalists, swiss","HEIDI HAPPY BIOGRAPHY (ENGLISH) Within six years and three abums, swiss singer-songwriter Heidi Happy evolved from a folkie flowergirl to a mature composer for band and orchestra. The outstanding singer from the countryside of Lucerne is not only a major figure in Swiss pop music, but a fascinatingly creative artist with international success. To a wide and ever growing audience, Heidi Happy has been known as a renowned swiss songwriter with a preference for orchestral music. However, the 31 year-old Lucerne resident is an artist who not only writes, arranges and produces her music, but who also designs her websites and co-directs her videos. Which is unusual, particularly if you consider that she was only supposed to give but one single concert. But after this gig in April 2005 equipped with an acoustic guitar, a loop machine and a floor lamp, her name would appear on more and more flyers. On her first album Back Together (2007) Ms. Happy presented heself as a playful folk-girlie. Smooth vocals, coy lyrics and flowery videos portrayed the image of a newcomer who, thanks to hits like Back Together, was euphorically greeted by the media but wouldn’t take herself all too serious. All self-mockery, however, could not conceal the exceptional talent in this outstanding young singer and songwriter. This was noted by promoters and the public in Europe and the U.S., too, which lead Heidi Happy to a long stretch of live shows. The album was recorded in Amsterdam, Netherlands, where Ms. Happy was completing her studies in audio-visual communication. Therefore the self-designed booklets and websites, and therefore her directing the video to Du da, ich da, which was part of her diploma. In 2008 Ms. Happy returned to Switzerland and released Flowers, Birds, and Home. The transitional album, as she calls it today, pointed out the way to go. The songs still sounded airy and centered around the vocals and the guitar, but you could also hear a greater lyrical seriousness and an increased complexity in the arrangements. For the recording and the following tour, Ms. Happy assembled some of Switzerland’s most respected young musicians: With Ephrem Lüchinger (keys), Gregor Heini (guitar), André Pousaz (stand-up bass) and Arno Troxler (drums), Heidi Happy played increasingly bigger stages all over the world, and her albums got released in Germany, Austria, Canada and Japan. At the same time she became a congenial singing partner for respected and upcoming artists like Yello, Stephan Eicher, The Sad Riders, Zwicker, Favez, Coal and Monotales. But where did all this music come from? As a child, young Heidi used to record songs on a tape deck with as many instruments as possible; she was intrigued by the diversity of sounds. Her mother instructed her to play the piano when she was seven, at nine she took to the cello, and later on she taught herself to play the guitar. The foundation for her love for orchestral music was laid in the back country of Lucerne it would soon be heard all around. With her third album Hiding with the Wolves (2011) Heidi Happy fulfilled herself a dream: writing a piece for a whole orchestra. There had been instruments like vibraphones or kettle drums on her recordings before, but such a symphonic album was unheard of in Switzerland. Ms. Happy had retired to compose to the shores of lake Untersee for four months, returning with material for an album that presented her as an adult, serious songwriter. The lyrics were deeper, they told of the downsides of life and love and the potholes in roads taken alone. With Charlie Zimmermann on guitar, the band was enlarged with the Ensemble Camerata Musica (Lucerne). After recording, Ms. Happy flew to L.A. to get her album mixed by Andrew Scheps and mastered by Bernie Grundman. The west coast provided the setting for the video to Sarah, which she again co-produced with her friend Corina Schwingruber. The effort was worthwile: With Hiding with the Wolves she moved to the the famous Two Gentlemen label, the critics were raving, and the premiere took place in Lausanne with a big orhestra. It’s been quite a way from folky flowerchild to mature songwriter and it was worth taking. With this album for band and orchestra, Heidi Happy presents herself in all her diversity, and in full bloom. HEIDI HAPPY BIOGRAFIE (DEUTSCH) In sechs Jahren und drei Alben hat sich Heidi Happy vom blumigen Folk-Girl zu einer reifen Komponistin für Band und Orchester entwickelt. Die hervorragende Sängerin gehört prägt mit ihrer aussergewöhnlichen Musik die Schweizer Popmusik und feiert internationale Erfolge. Heidi Happy ist einem breiten Publikum bekannt als eigenwillige Singer-Songwriterin mit einer Vorliebe für Orchestermusik. Die 30-jährige Luzernerin ist eine Frau, die nicht nur ihre Musik selber schreibt, arrangiert und produziert, sondern auch ihre Webseiten designt und ihre Videos mitkonzipiert. Dabei war eigentlich war nur ein einziges Konzert vorgesehen. Doch nach einem Auftritt im April 2005 mit Gitarre, Loopgerät und Stehlampe begann Heidi Happys Name auf immer mehr Flyern und Programmheften zu stehen. Auf ihrem ersten Album Back Together (2007) präsentierte sich Heidi Happy als kindlich-verspieltes Folk-Girl. Sanfte Stimme, neckische Texte und blumige Videos zeichneten das Bild einer Newcomerin, die dank Hits wie Back Together von den Medien euphorisch begrüsst wurde, sich selber aber nicht übermässig ernst nahm. Alle Selbstironie konnte aber nicht verbergen, dass hier eine aussergewöhnlich gute Sängerin und Komponistin heranreifte. Das fanden auch Hörerinnen und Veranstalter in ganz Europa und den USA, wo Heidy Happy eine Menge Konzerte gab. Aufgenommen hatte Heidi Happy das Album in der Nähe von Amsterdam, denn dort hatte sie an der Kunstschule audiovisuelle Gestaltung studiert. Daher die selber designten CD-Booklets und Webseiten, und daher auch ihre Regiearbeit zum Video Du da, ich da, das Teil ihrer Abschlussarbeit war. 2008 kehrte Heidi Happy aus Holland zurück in die Schweiz und veröffentlichte Flowers, Birds, and Home. Das Übergangsalbum, wie sie es heute nennt, machte klar, wohin die musikalische Entwicklung gehen würde. Die Lieder klangen immer noch leicht und luftig, Stimme und akustische Gitarre standen immer noch im Zentrum, aber gegenüber dem Debüt waren komplexere Arrangements und eine gesteigerte Ernsthaftigkeit zu hören. Für Aufnahmen und Tour scharte Heidi Happy hervorragende Musiker um sich: Zusammen mit Ephrem Lüchinger (Tasten), Gregor Heini (Gitarre), André Pousaz (Kontrabass) und Arno Troxler (Drums) bespielte Heidi Happy auf der ganzen Welt Bühnen, die immer grösser wurden. Ihre Alben kamen mittlerweile in Deutschland, Österreich, Kanada und Japan heraus. Gleichzeitig entwickelte sie sich zu einer kongenialen Gastsängerin: Heidi Happy veredelte Stücke von Yello, Stephan Eicher, The Sad Riders, Coal und Monotales. Aber woher kam eigentlich die Musik? Schon als Kind bespielte die kleine Heidi Kassetten mit eigenen Songs und möglichst vielen Instrumenten, die Vielfalt faszinierte sie. Ihren ersten Klavierunterricht hatte sie mit sieben bei ihrer Mutter. Mit neun spielte sie Cello, später brachte sie sich selber das Gitarrenspiel bei. Der Grundstein für die Liebe zum Orchester war gelegt sie sollte bald weitum hörbar sein. Mit ihrem dritten Album Hiding with the Wolves erfüllte sich Heidi Happy 2011 den Kindheitstraum, ein Werk für ein ganzes Orchester zu schreiben. Schon auf ihren ersten zwei Alben waren Instrumente wie Pauke oder Vibraphon zu hören. Doch ein derart symphonisches Popalbum hatte die Schweiz noch nicht gehört. Vier Monate hatte sie sich an den Untersee zurückgezogen und in völliger Abgeschiedenheit ein Album komponiert, das sie als reife Songwriterin und ernst zu nehmende Komponistin präsentierte. Die Texte sind komplexer geworden, sie behandeln nun auch die dunklen Seiten der Liebe und die Schlaglöcher auf Wegen, die man alleine geht. Die Band, neu mit Charlie Zimmermann an der Gitarre, wurde erweitert um das Luzerner Ensemble Camerata Musica. Nach den Aufnahmen flog Heidi Happy nach Los Angeles, um die Platte mit Andrew Scheps zu mischen und von Bernie Grundman mastern zu lassen. An der US-Westküste produzierte sie zusammen mit ihrer Freundin Corina Schwingruber den Videoclip zur ersten Single Sarah. Der Aufwand hat sich gelohnt: Mit Hiding with the Wolves zog Heidi Happy zum renommierten Label Two Gentlemen, das Medienecho war hervorragend, und die Uraufführung fand in Lausanne mit grossem Orcheser statt. Es war ein langer Weg vom folkigen Blumenkind zur reifen Songwriterin und er hat sich gelohnt. Mit diesem Album für Band und Orchester präsentiert sich Heidi Happy in all ihrer Vielseitigkeit und in voller Blüte. PRESS RELEASE ENGLISH HEIDI HAPPY, Hiding With The Wolves Most people would be content with the career that Heidi Happy had made for herself. Two albums, a growing success not only nationally but also in Japan, the USA, Canada and Europe based on a strong musical identity of playful pop spiked with strings. The acclaim for the cute, fun persona she had created was growing. But Heidi Happy, thank God, is not most people. Aiming for a challenge that would put to good use her love and knowledge of classical arrangements, her innate sense of musical beauty and her soft, delicate song crafting, she set herself to work on a true, honest and ambitious classical pop album. Retreating to the frozen Lake of Constance, she locked up her house and let go of an array of emotions she had, as of yet, kept her songs protected from. Secluded, visited by the slow, curious animals of winter and later by the lively beasts of spring, old stories long forgotten came to life again. Day by day, she carved her words into the fascinating fabrics of a symphonic orchestra, illuminating them with the modern gravitas of her evolving folk songwriting sensitivities. Not unlike a youthful, female Ennio Morricone or an emotional early sixties Frank Sinatra, she wrote, composed and arranged an album of sensual innocence, of immense purity, of sophisticated abandon. Along with the stellar songwriting and that ever so beautiful voice, what makes this record so endearing is the understated use of the orchestra. Unlike so many pop artists who fall into the trap of overblown Disney style arrangements, Heidi Happy uses the classical instruments as they were meant to be, an elegant accompaniment of velvet strings and muffled brass, never overshadowing the band, always complementing the song. That she could guide so many musicians to create a work of such staggering intimacy might be the biggest tour de force of this young woman. From a house on the frozen shores of a small Swiss lake to a gigantic classical studio to the Los Angeles mixing desk of Andrew Scheps (known for his work with Johnny Cash or My Brightest Diamond) to the mastering rooms of Bernie Grundman (Joni Mitchell, Willie Nelson), Heidi Happy has stayed true to the purity of her vision and has created a timeless album. Her songs of love, loss, ports and horse rides are as haunting as the nature that surrounded their birth, as precious and innocent as the voice that gave them life and as beautifully soothing as the spring that will see them released at last. PRESS RELEASE GERMAN HEIDI HAPPY, Hiding With The Wolves In ihrem dritten Album nimmt uns Heidi Happy mit auf einen fantastischen Traumflug. Neben der Band ist diesmal ein ganzes Orchester mit dabei, ausserdem wilde Tiere und sehr viel Herz. Die Schweizer Künstlerin fliegt mit «Hiding With The Wolves» konsequent auf ihrer eigenen Bahn weiter. Mit «Back Together»(2007) blühte eine Blume auf, in «Flowers, Birds and Home» (2009) spielten Vögel, Hasen und Rehe auf der Wiese. Nun wagt sich Heidi Happy mit Wölfen in den Wunderwald. Und sie lässt in diesem poetischen Gelände Klassik und Pop zusammen tanzen. Die Schweizer Songwriterin überrascht mit einem mutigen Epos. «Hiding With The Wolves» ist weit mehr als eine Reihe mit Streichern untermalte Popsongs, sondern ein originelles musikalisches Kunstwerk für Band und Orchester, ein klassischer Soundtrack zu einem Kino der Gefühle. In Heidi Happys zauberhaften Welten fühlt man sich zuhause und wird von den Stimmungen überwältigt. Das Herzenserlebnis erinnert an den Meister Ennio Morricone, Joni Mitchell oder an den Sound von Frank Sinatra. Das berührende Werk entstand in der Abgeschiedenheit am Ufer des Bodensees und erhielt in Los Angeles den letzten Schliff. Wie bereits bei ihren ersten beiden Alben schrieb, komponierte und arrangierte Heidi Happy alle Songs selbst. Musikalisch klettert sie dabei eine Stufe weiter. Band und klassische Instrumente setzt sie gleichberechtigt, unkonventionell und voller sanfter Effekte ein. Die Arrangements sind dabei so fein und liebevoll, dass Heidi Happys Sound intim bleibt. Durch diesen kunstvoll gewobenen, federleichten Klangstoff strahlt Heidi Happys Stimme in ihrer ganzen Vielfalt. Melancholie war nie so zärtlich, tröstlich, frech. Es ist Musik, um zuhause in verflossener Liebe zu schwelgen. Ihren grossartigen Bandmusikern ist Heidi übrigens treu geblieben. Gemischt wurde «Hiding With The Wolves» vom Ton-Ingenieur Andrew Scheps (Johnny Cash, My Brightest Diamond), das Mastering besorgte Bernie Grundman (Joni Mitchell, Willie Nelson). Bereits Heidi Happys zweites Album erschien in Europa, Japan und Kanada. Seit 2009 spielte sie rund um die Welt und sang unter anderem mit Yello, Coal, Stephan Eicher, D-Sisive, Monotales, The Sad Riders, Handsome Hank und Zwicker. Jetzt erobert Heidi Happy furchtlos weitere Sphären und beschert ihrem Publikum damit fabelhafte Momente von grenzenlosem Glück. PRESS RELEASE FRENCH HEIDI HAPPY, Hiding With The Wolves La plupart des gens se contenteraient de la carrière que Heidi Happy s’est forgée. Deux albums, un succès grandissant non seulement en Suisse mais aussi au Japon, aux USA, au Canada et en Europe, une identité forte faite de morceaux pop aux ludiques arrangements de cordes, une personnalité gaie et fraîche, la machine était en marche. Mais Heidi Happy, Dieu merci, n’est pas comme la plupart des gens. Toujours à la recherche d’un nouveau challenge qui pourrait mettre à profit son amour et sa science des arrangements classiques, son sens inné de la mélodie et son songwriting délicat, elle s’est attelée à la confection d’un album de pop orchestrée ambitieux et sincère. Terrée dans une maison côtière sise sur les bords du lac de Constance, elle s’est libérée d’un trop plein d’émotions jusqu’alors retenues. Visitée par les vents froids du soir, par les curieux animaux de l’hiver puis par ceux que le printemps avait éveillés, elle a laissé remonter de vieilles histoires qu’elle croyait à tout jamais enfouies. Jour après jour, elle a joint ses mots simples et personnels aux sonorités fascinantes d’un orchestre symphonique, illuminant le tout de sa sensibilité folk florissante. A l’instar d’un Ennio Morricone ou d’un Frank Sinatra, la féminité et la juvénilité en plus, elle a écrit, composé et arrangé un album tout empreint de pureté, d’innocence sensuelle, de délassement sophistiqué. Aux côtés de cette voix bouleversante et de ces chansons envoutantes, ce qui rend cet album particulièrement fascinant se trouve dans l’utilisation tout en légèreté de l’orchestre symphonique. Alors que tant d’artistes pop tombent dans le piège de la facilité, dans les pompeux arrangements à la Walt Disney, Heidi Happy place ses instruments classiques en finesse. Un subtil accompagnement de cordes veloutées, de cuivres élégants qui complètent délicatement la voix sans jamais prendre le pas sur le groupe. Que cette jeune femme ait su diriger tant de musiciens pour créer un oeuvre si intime est sans doute son plus prodigieux accomplissement. D’une maison au bord du lac de Constance au studio de mastering de Bernie Grundman (Joni Mitchell, Willie Nelson) en passant par la gigantesque salle d’enregistrement d’un studio classique et par la table de mixage d’Andrew Scheps (réputé pour son travail avec Johnny Cash ou My Brightest Diamond), Heidi Happy est restée fidèle à la pureté de sa vision. Ses chansons d’amours perdues, de ports abandonnés et de chevaux errants sont aussi précieuses, innocentes et naturelles que leur interprète. Un album apaisant, réconfortant qui vous hantera longtemps.","http://www.youtube.com/e/k8rrToMiXm8?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/tyler-bryant-and-the-shakdown","Tyler Bryant & the Shakdown",,,,
"http://do512.com/c/sx2013/bands/unmothered","Unmothered","Austin",,"Metal","http://www.youtube.com/e/2GndrlmECwU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/wet-lungs","Wet Lungs",,,,"http://www.youtube.com/e/18HUkfGmPyA?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/skycrawler","Skycrawler","AUSTIN, Texas, Un Tags: these friends of mine","these friends of mine","Down-tempo / Metal / Psychedelic","http://www.youtube.com/e/4PSGFIeDg3U?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/turbid-north","Turbid North","Alaska * England * Texas",,"Thrash / Metal / Death Metal","http://www.youtube.com/e/lhFHoTJXT_Y?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/sweat-lodge","Sweat Lodge","PROVIDENCE, Rhode Island, US",,"Dub / Post punk","http://www.youtube.com/e/K0GY1RN1We4?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/red-shield","Red Shield",,,,
"http://do512.com/c/sx2013/bands/venomous-maximus","Venomous Maximus","Houston, TX",,,"http://www.youtube.com/e/nCdqndrgNoc?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/rust-","RUST","Austin, TX Tags: metal, grunge, finnish","metal, grunge, finnish","Born in Austin, Texas in 2010 from encounters with Unspeakable Things member and student of black magic Patrick Puente and free ranging nomad Dustin Bolf. In mid 2010 an intense storm rolled in from east Texas dropping Hoop, the filthiest beard this side of the Mississippi, and his thunder cannons in Austin. Luis arrived in early 2011 on a space ship bringing with him the knowledge of trans dimensional sound and a vast array of alien technology. Employing arcane forces, technological magnificence, sheer determination and guts, this band of misfits runs before the oncoming storm of the Armageddon preparing minds and souls for the inevitable chaos to come.","http://www.youtube.com/e/XhGEFvc-06Y?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/solid-giant","Solid Giant","New Orleans",,"Just ask us","http://www.youtube.com/e/z7MeEIRtfWM?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-defibulators","The Defibulators","Brooklyn, NY Tags: country, alt-country, rockabilly","country, alt-country, rockabilly","Americana / Country / Happy Hardcore","http://www.youtube.com/e/U1zMrdTQsHQ?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/river-whyless","River Whyless","Boone, North Carolina",,"River Whyless (formerly Do it to Julia) is now based out of Asheville, North Carolina and has quickly become known throughout the southeast for their fresh sound and the energy of their live show. With a graduate of Appalachian State’s School of Music and a classically trained violinist, River Whyless combines technical skill with the creative gifts of the band’s co-songwriters Ryan O’Keefe and Halli Anderson to produce an unclassifiable sound.","http://www.youtube.com/e/tFN07IOHwoY?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/all-the-apparatus","All the Apparatus","Portland, OR",,"All The Apparatus began shaping their act on the sidewalks of Waikiki where they entertained passersby and learned how to make the street their own personal stage. Their style has been called many things, perhaps the most concise of which is “Grand Eclectic” as the band tries to incorporate a little bit from each genre of music they come across into their ever evolving sound. One Honolulu newspaper even called them, “Honolulu’s own Arcade Fire.” It’s a sound that is easily compared to bands like Gogol Bordello, The Decemberists, Devotchka, and Edward Sharpe and the Magnetic Zeros. Current members of All the Apparatus presently reside in Portland, Oregon where they relocated in January of 2010. Since arriving they have sold over 6000 copies of their first full length album “Lawless Seas,” have developed a presentation that has gained them a regular attendance of over 200 people at their weekly sidewalk show, and are fostering a growing international fan-base. In early 2011 All the Apparatus began working on their next LP with record producer David Eaton, who has produced other artists such as Polyphonic Spree and Dynamite Hack. They will be seen touring the West Coast from stage to sidewalk promoting said discs during the Summer of 2011. All performances are dedicated to James Don Warren III.","http://www.youtube.com/e/NTai8Bdm20s?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/sandbox","Sandbox",,,,
"http://do512.com/c/sx2013/bands/imaginary-cities","Imaginary Cities","Winnipeg, Canada Tags: indie, pop, canadian","indie, pop, canadian","Alternative / Indie / R&B","http://www.youtube.com/e/yd2PZHXul3s?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/mighty-mongo","Mighty Mongo","St. Petersburg/ Inverness",,"Mighty Mongo is a four-piece rock band from St. Petersburg, Florida. Since their inception in October 2009, they have played over 800 shows throughout 20 different states and have organically grown a base of true fans, who dub themselves “Mongolians”. They released a self-titled EP in 2010, a full-length album titled “Let’s Make Serious Life Decisions” in 2011, and their second full-length, “Exclaim Yourself!”, in July of 2012. Mighty Mongo is best described as party-rock punk. They have been known to create an unforgettable live-show experience, bringing their music to life with stellar stage presence and lots of crowd participation. They were featured on the “Kevin Says” Stage of the 2012 Vans Warped Tour from Boston on July 19 all the way through the final show in Portland on August 5, and have since released released several singles to terrestrial and independent radio stations in Seattle, Boston, Atlanta and Inverness. Their singles “Immafish”, “Myth Head” and “Jack Is Jill” are currently in regular rotation. Armed with an unmatched work ethic, glowing reputation and winning smile, Mighty Mongo plans to hit the road again in the Spring of 2013, completing another independent tour, before continuing on to a national summer tour schedule. Being on the road is something they are incredibly passionate about, so check out the SHOWS section to see when Mongo is coming to a city near you! Need more Mongo? Hit us up! MightyMongo.com hello@mightymongo.com youtube.com/MightyMongoBand We’re social… come say hi! facebook.com/MightyMongoBand @MightyMongoBand","http://www.youtube.com/e/7YQGtPWZtlU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/brothers-lazaroff-","Brothers Lazaroff","Saint Louis, Missouri, US",,"Americana / Other / Rock","http://www.youtube.com/e/DaRSVxQ6rzw?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/mel-carter","Mel Carter",,"soul, rhythm and blues, oldies",,"http://www.youtube.com/e/frCQfKTykzM?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/m-o-n","M.O.N.",,,,
"http://do512.com/c/sx2013/bands/phil-ade","Phil Ade","DMV Area",,"Hip Hop / Lyrical / Rap","http://www.youtube.com/e/ifdPvoUgAeg?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-kid-daytona","The Kid Daytona","The Bronx, NY",,"Kid Daytona is an American Hip-Hop artist. He recently released a mixtape called A Tribe Called Fresh, based around classic Tribe beats, on which he collaborated with the likes of Joel Ortiz, Kardinal Ofishal, J Dilla, Estelle, Nina Sky, C.N.N. and Talib Kweli. Listen at Last.fm","http://www.youtube.com/e/AsZGRTK9bAw?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/rolls-royce-rizzy","Rolls Royce Rizzy","DMV ( VA , FREDRICKSBURG, WOODBRIDGE)",,"Robert D. Davis, p.k.a. “Rolls Royce Rizzy” was born in Oakland California in December of 1990 but raised in the DC/MARYLAND/VIRGINIA (DMV) doesn’t have the usual story you might hear when you speak to most hip-hop artists. Due to his father serving in the United States Navy, Rizzy along with his family relocated overseas to Tokyo, Japan where he began laying the foundation for his future career in music. During his time abroad, Rizzy linked up with another well know recording artist, “Lil Scrappy” (G$UP/S-LINE). The two stayed in contact and Scrappy quickly grew to respect Rizzy’s talent and drive and offered the young artist an opportunity to sign with his label G$UP/S-LINE, and begin working on his project with him in Atlanta. Rizzy took the opportunity, and quickly began working on his first major USA mixtape release “Body Bag Musik” in June 2011. In April 2012, Rizzy followed up with 2 releases, the first mixtape release “Yall Sleep” Hosted by Dj Love Dinero (Bricksquad Monopoly) and Dj Hood, which featured the hit single “Body Bag” and features from artists such as Young Buck, Lil Scrappy, K-Major, Princess (Crime Mobb) , Shawty Boy, and more. During this time, Rizzy was also featured on Lil Scrappy’s single “Helicopter” feat “2 Chainz”, and “Twista” off “Tha Grustle” Album under G$UP/Fontana/Universal. The success of that project launched Rizzy into main stream status in the artist community. Following up that release performing in over 30 cities across the country touring with Lil Scrappy. In September 2012, he released his most current mixtape “God Got Me” hosted by Dj Smallz (Southern Smoke) and Dj Era. The project included the hit single “No Time” featuring Taylor Gang’s “Chevy Woods” and other artists such as Sean Falyon, Hal Linton, Mullage, & Young Lyxx. Rizzy is now set to headline his first major tour “God Got Me Tour” kicking off October 2012, featuring other Hip Hop artists featured off his latest release. BOOKING CONTACT: FOREIGN AFFAIRS PROMOTION GROUP MANAGER: STEVE NEWLAND STEVE@NEWAGEENT.NET Cell: 347-746-0445 (text) Twitter: @IAMSTEVENEWLAND",
"http://do512.com/c/sx2013/bands/push-montana","PUSH! Montana","Brooklyn, NY",,,"http://www.youtube.com/e/I4XCelKFi-E?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/kb-the-general","KB The General","DC",,,"http://www.youtube.com/e/043j1mjXKdM?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-pre-ident","The Pre$ident","Harlem, NY",,,
"http://do512.com/c/sx2013/bands/jaetips","Jaetips","BRONX, New York, US",,"Hip Hop",
"http://do512.com/c/sx2013/bands/ransom","Ransom","JERSEY CITY, US Tags: hip-hop, rap, hip hop, rapcore","hip-hop, rap, hip hop, rapcore","Hip Hop / Rap","http://www.youtube.com/e/VbIe4Kovch0?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/winkloc","Winkloc",,,,
"http://do512.com/c/sx2013/bands/purp-da-dealer-man","Purp Da Dealer Man",,,,
"http://do512.com/c/sx2013/bands/crime-malone","Crime Malone",,,,
"http://do512.com/c/sx2013/bands/prezzy","Prezzy",,,,
"http://do512.com/c/sx2013/bands/dillon-cooper","Dillon Cooper","Brooklyn, NYC",,,
"http://do512.com/c/sx2013/bands/lil-dee","Lil Dee",,,,
"http://do512.com/c/sx2013/bands/official-tink","Official Tink",,,,
"http://do512.com/c/sx2013/bands/chance-royce","Chance Royce",,,,
"http://do512.com/c/sx2013/bands/jerome-lol","Jerome LOL",,,"To raise the new, one must raze the old. For the better part of the past decade, Los Angeles producer/DJ Jerome Potter has utilized his creative efforts toward LOL Boys, a collaborative project that was sparked via an online message board with likeminded DJ Markus Garcia. Undoubtedly a fruitful endeavor, debuting numerous buzzworthy EPs and becoming among the most in-demand DJs in the LA club scene, the LOL Boys recently reached their climax with the release of their most acclaimed record to date, the Changes EP, and have since announced their decision to put the venture on an indefinite hiatus. From the ashes of LOL Boys though, rises Jerome Potter’s newfound solo enterprise, Jerome LOL. And now, with the ability to contribute to the entire greater whole rather than just half, Jerome LOL is set to continue right where LOL Boys left off: further exploring uncharted spectrums in modern dance music while still maintaining the unique, Internet-fueled aesthetic.","http://www.youtube.com/e/h3yVxS9ZSnk?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/sir-sly","Sir Sly",,,,"http://www.youtube.com/e/M1hYcein2-Y?enablejsapi=1&version=3"
