EventNum,Description,Title,Venue,Artists,Start Time,End Time,Street Address,City,State,Zip,URL,RSVP URL,Tags,Date,Day,Month,Day,Year,Start Time,Start Period,Start Hour,Start Minute,End Time,End Period,End Hour,End Minute,Venue+Address,Addres (Working),Street,City,State,Zip,Tags,Tags (Working),Consol. Event ID
834,numerous music titles and honorable gigs in the Philadelphia region (and beyond).,New Sweden,Red Shed Tavern,New Sweden,2013-03-15 20:40:00',2013-03-15 20:40:00',8504 S. Congress Ave.,Austin,TX,78754,http://austin2013.sched.org/event/2f2ea51f52c693935675270cd0b8b7dd,-0,,"Friday March 15, 2013 8:40pm - 8:40pm",Friday,3,15,2013,8:40pm,pm,20,40,8:40pm,pm,20,40,"Red Shed Tavern (8504 S. Congress Ave., Austin, TX 78754)","8504 S. Congress Ave., Austin, TX 78754",8504 S. Congress Ave.,Austin,TX,78754,-0,,#N/A
34,Open to everyone 18+.,Andrew Moneta,Kingdom,Andrew Moneta,2013-03-10 22:00:00',2013-03-10 03:00:00',103 E 5th St Suite B ,Austin,TX,78701,http://austin2013.sched.org/event/a09464700f2d49c535545dac2b51d7b2,-0,,"Sunday March 10, 2013 10:00pm - 3:00am",Sunday,3,10,2013,10:00pm,pm,22,0,3:00am,am,3,0,"Kingdom (103 E 5th St Suite B Austin, TX 78701)","103 E 5th St Suite B Austin, TX 78701",103 E 5th St Suite B ,Austin,TX,78701,-0,,#N/A
35,Open to everyone 18+.,Candyland (Beat Binge),Kingdom,Candyland,2013-03-10 22:00:00',2013-03-10 03:00:00',103 E 5th St Suite B ,Austin,TX,78701,http://austin2013.sched.org/event/5343251648b2fe70565223004b37e6a1,-0,,"Sunday March 10, 2013 10:00pm - 3:00am",Sunday,3,10,2013,10:00pm,pm,22,0,3:00am,am,3,0,"Kingdom (103 E 5th St Suite B Austin, TX 78701)","103 E 5th St Suite B Austin, TX 78701",103 E 5th St Suite B ,Austin,TX,78701,",",,#N/A
36,Open to everyone 18+.,DJ Koss,Kingdom,DJ Koss,2013-03-10 22:00:00',2013-03-10 03:00:00',103 E 5th St Suite B ,Austin,TX,78701,http://austin2013.sched.org/event/f5555be529b23223dbcf84d7091453c7,-0,,"Sunday March 10, 2013 10:00pm - 3:00am",Sunday,3,10,2013,10:00pm,pm,22,0,3:00am,am,3,0,"Kingdom (103 E 5th St Suite B Austin, TX 78701)","103 E 5th St Suite B Austin, TX 78701",103 E 5th St Suite B ,Austin,TX,78701,-0,,#N/A
875,Outdoor Stage - Folk Alliance Party,Star & Micey,Threadgills,Star & Micey,2013-03-16 11:00:00',2013-03-16 12:00:00',301 W Riverside Dr,Austin,TX,78704,http://austin2013.sched.org/event/2d0b0ea0596b645b56c529e796bfb74d,-0,"Band, Unofficial","Saturday March 16, 2013 11:00am - 12:00pm",Saturday,3,16,2013,11:00am,am,11,0,12:00pm,pm,12,0,"Threadgills (301 W Riverside Dr, Austin, TX 78704)","301 W Riverside Dr, Austin, TX 78704",301 W Riverside Dr,Austin,TX,78704,"Threadgills (301 W Riverside Dr, Austin, TX 78704), Band, Unofficial","Band, Unofficial",#N/A
887,Outdoor Stage - Folk Alliance Party,McAlister Drive,Threadgills,McAlister Drive,2013-03-16 12:00:00',2013-03-16 13:00:00',301 W Riverside Dr,Austin,TX,78704,http://austin2013.sched.org/event/863b2ab7581d468558115a83e1791f73,-0,"Band, Unofficial","Saturday March 16, 2013 12:00pm - 1:00pm",Saturday,3,16,2013,12:00pm,pm,12,0,1:00pm,pm,13,0,"Threadgills (301 W Riverside Dr, Austin, TX 78704)","301 W Riverside Dr, Austin, TX 78704",301 W Riverside Dr,Austin,TX,78704,"Threadgills (301 W Riverside Dr, Austin, TX 78704), Band, Unofficial","Band, Unofficial",#N/A
917,Outdoor Stage - Folk Alliance Party,The Carper Family,Threadgills,The Carper Family,2013-03-16 13:00:00',2013-03-16 14:00:00',301 W Riverside Dr,Austin,TX,78704,http://austin2013.sched.org/event/707977f17ae503357d466ef7beeda6f4,-0,"Band, Unofficial","Saturday March 16, 2013 1:00pm - 2:00pm",Saturday,3,16,2013,1:00pm,pm,13,0,2:00pm,pm,14,0,"Threadgills (301 W Riverside Dr, Austin, TX 78704)","301 W Riverside Dr, Austin, TX 78704",301 W Riverside Dr,Austin,TX,78704,"Threadgills (301 W Riverside Dr, Austin, TX 78704), Band, Unofficial","Band, Unofficial",#N/A
959,Outdoor Stage - Folk Alliance Party,The Howlin' Brothers,Threadgills,The Howlin\' Brothers,2013-03-16 14:00:00',2013-03-16 15:00:00',301 W Riverside Dr,Austin,TX,78704,http://austin2013.sched.org/event/df59441485e8826402bdb6136927b458,-0,"Band, Unofficial","Saturday March 16, 2013 2:00pm - 3:00pm",Saturday,3,16,2013,2:00pm,pm,14,0,3:00pm,pm,15,0,"Threadgills (301 W Riverside Dr, Austin, TX 78704)","301 W Riverside Dr, Austin, TX 78704",301 W Riverside Dr,Austin,TX,78704,"Threadgills (301 W Riverside Dr, Austin, TX 78704), Band, Unofficial","Band, Unofficial",#N/A
880,Outdoor Stage - March Into Softness (The A.V. Club),Balmorhea,Mohawk,"Balmorhea | Balmorhea (pronounced BALMOREAY) is a sixpiece instrumental group from Austin, TX. Founded by Rob Lowe and Michael Muller in 2006, the band has produced five fulllength albums, including Stranger, which was released in October 2012. Inceptually influenced by the band’s namesake, a tiny West Texas town of 500 people, Balmorhea’s early work reflected motifs of the American Southwest: the folklore of Texas settlers, the emotive proclamations of the mountainous setting, and intimate studies …",2013-03-16 12:00:00',2013-03-16 13:00:00',912 Red River St,,,,http://austin2013.sched.org/event/857f26f7ba2078b387a84b917b0325e1,-0,"Band, Unofficial","Saturday March 16, 2013 12:00pm - 1:00pm",Saturday,3,16,2013,12:00pm,pm,12,0,1:00pm,pm,13,0,Mohawk (912 Red River St),912 Red River St,912 Red River St,,,,"Mohawk (912 Red River St), Band, Unofficial","Band, Unofficial",#N/A
912,Outdoor Stage - March Into Softness (The A.V. Club),Paws,Mohawk,"Paws | PAWS live in Glasgow, with members respectively from Tain (Highlands of Scotland), Edinburgh, and Glasgow. The band is made up of Philip, Joshua and Matthew. Phillip first met Joshua at their high school in Tain, and the pair instantly bonded over an immeasurable love of punk rock. They were later introduced to third member, Matthew, by a close friend from Glasgow, Nick Anderson. Nick had been harbouring plans to start a band with Phillip and Josh, but found they were one bass player short. One …",2013-03-16 13:00:00',2013-03-16 14:00:00',912 Red River St,,,,http://austin2013.sched.org/event/403f0716afb9398ecb40a2b5bdcc8fac,-0,"Band, Unofficial","Saturday March 16, 2013 1:00pm - 2:00pm",Saturday,3,16,2013,1:00pm,pm,13,0,2:00pm,pm,14,0,Mohawk (912 Red River St),912 Red River St,912 Red River St,,,,"Mohawk (912 Red River St), Band, Unofficial","Band, Unofficial",#N/A
947,Outdoor Stage - March Into Softness (The A.V. Club),METZ,Mohawk,"Metz | There are always a few naturally resourceful people who refuse to be intimidated or excluded from making their own wild racket in public. As METZ, Alex Edkins, Hayden Menzies and Chris Slorach play like one brutally heavy instrument with three heads, slashing heavygauge strings, bending guitar and bass necks in weird unison, along with what is probably the loudest drumming ever heard. It’s a return to everything that’s good about loud, ecstatic live music, while still carving out some heavy…",2013-03-16 14:00:00',2013-03-16 15:00:00',912 Red River St,,,,http://austin2013.sched.org/event/42e4e13103ad1c9260171a11171b9527,-0,"Band, Unofficial","Saturday March 16, 2013 2:00pm - 3:00pm",Saturday,3,16,2013,2:00pm,pm,14,0,3:00pm,pm,15,0,Mohawk (912 Red River St),912 Red River St,912 Red River St,,,,"Mohawk (912 Red River St), Band, Unofficial","Band, Unofficial",#N/A
670,Outdoor Stage at the All AZ TMI Radio Showcase (TMI Radio and KatzDidThis!),PK Gregory,Hickory Street,PK Gregory,2013-03-15 13:30:00',2013-03-15 14:00:00',800 Congress Ave,,,,http://austin2013.sched.org/event/6cde9e88510a57f054f46f3ab66bdda2,-0,,"Friday March 15, 2013 1:30pm - 2:00pm",Friday,3,15,2013,1:30pm,pm,13,30,2:00pm,pm,14,0,Hickory Street (800 Congress Ave),800 Congress Ave,800 Congress Ave,,,,-0,,#N/A
688,Outdoor Stage at the All AZ TMI Radio Showcase (TMI Radio and KatzDidThis!),The Wiley One,Hickory Street,The Wiley One,2013-03-15 14:00:00',2013-03-15 14:45:00',800 Congress Ave,,,,http://austin2013.sched.org/event/7d084ba2c524c71f1e22b792162faaf2,-0,,"Friday March 15, 2013 2:00pm - 2:45pm",Friday,3,15,2013,2:00pm,pm,14,0,2:45pm,pm,14,45,Hickory Street (800 Congress Ave),800 Congress Ave,800 Congress Ave,,,,",",,#N/A
703,Outdoor Stage at the All AZ TMI Radio Showcase (TMI Radio and KatzDidThis!),decker.,Hickory Street,decker.,2013-03-15 15:00:00',2013-03-15 15:45:00',800 Congress Ave,,,,http://austin2013.sched.org/event/5c3b6c208e6c2d8d643f57aa90d66a6b,-0,,"Friday March 15, 2013 3:00pm - 3:45pm",Friday,3,15,2013,3:00pm,pm,15,0,3:45pm,pm,15,45,Hickory Street (800 Congress Ave),800 Congress Ave,800 Congress Ave,,,,-0,,#N/A
739,Outdoor Stage at the All AZ TMI Radio Showcase (TMI Radio and KatzDidThis!),Mergence,Hickory Street,Mergence,2013-03-15 16:00:00',2013-03-15 16:45:00',800 Congress Ave,,,,http://austin2013.sched.org/event/2321b5331aa878b74a3411926845194b,-0,,"Friday March 15, 2013 4:00pm - 4:45pm",Friday,3,15,2013,4:00pm,pm,16,0,4:45pm,pm,16,45,Hickory Street (800 Congress Ave),800 Congress Ave,800 Congress Ave,,,,-0,,#N/A
79,Outside Stage,Ume,Holy Mountain,"Ume | “Songs that balance sweet pop hooks with snarling heaviness, equal debts to punk, stoner, shoegaze and alt rock, insane guitar abuse/heroics and an audience awestruck and won over.” – Chromewaves.com ""This band is fully ready to break out in a whole new way. Phantoms, which drops in August, is the perfect description of this group’s sound, an unexpected mashup of eerie fragility and inyourface rock... music that can morph from easy, chill listening to throbbing latenight anthems withi…",2013-03-12 23:30:00',2013-03-12 00:30:00',617 E 7th St,,,,http://austin2013.sched.org/event/5e6163818e5e30ecf86b442a0d7703e1,http://do512.com/c/sx2013/event/2013/03/12/art-disaster-no-15,"Band, Unofficial, 21+","Tuesday March 12, 2013 11:30pm - 12:30am",Tuesday,3,12,2013,11:30pm,pm,23,30,12:30am,am,0,30,Holy Mountain (617 E 7th St),617 E 7th St,617 E 7th St,,,,"Band, Unofficial, Tags 21+","Band, Unofficial, Tags 21+",#N/A
117,Outside stage at RET + Brilliance + Analog Creative Inc. + IRAD Day Party.,The Suzan,Bungalow,"The Suzan | The Suzan are a poprock band from Tokyo, Japan. Formed in 2004 by sisters Rie (keyboards and vocals) and Saori (guitar and vocals). Soon they added school friends Nico (drums) and Ikue (bass) where their sound has been variously described as riotgrrl, pop and punk, and also incorporates elements of jazz, soul, surf and dance music. After releasing an EP “Suzan Kingdom” (2004) and then “Suzan Galaxy” (2007) on super cool Japanese indie label ROSE RECORDS, The Suzan toured throughout Eur…",2013-03-13 12:00:00',2013-03-13 13:00:00',92 Rainey St,,,,http://austin2013.sched.org/event/088ccacb368d815b13ca316a5c610e17,http://www.eventbrite.com/event/5525833918/sched,"Band, Unofficial","Wednesday March 13, 2013 12:00pm - 1:00pm",Wednesday,3,13,2013,12:00pm,pm,12,0,1:00pm,pm,13,0,Bungalow (92 Rainey St),92 Rainey St,92 Rainey St,,,,", Band, Unofficial","Band, Unofficial",#N/A
138,Outside stage at RET + Brilliance + Analog Creative Inc. + IRAD Day Party.,Pompeii,Bungalow,"Pompeii | Austin, Texas band, Pompeii, are best known for their melodic and ambient rock sound, which features the addition of orchestral instrumentation. Their first two releases, Assembly and Nothing Happens for a Reason | received worldwide attention and critical acclaim from outlets like American Songwriter Magazine, Alternative Press, NPR and Filter. Selected tracks have also been featured at TriBeca Film Festival, Austin Film Festival, SXSW and MTV. The band heads into the studio this May with Erik…",2013-03-13 13:20:00',2013-03-13 14:30:00',92 Rainey St,,,,http://austin2013.sched.org/event/612d380a2650fa54c9df2d67e1fe2d7d,http://www.eventbrite.com/event/5525833918/sched,"Band, Unofficial","Wednesday March 13, 2013 1:20pm - 2:30pm",Wednesday,3,13,2013,1:20pm,pm,13,20,2:30pm,pm,14,30,Bungalow (92 Rainey St),92 Rainey St,92 Rainey St,,,,", Band, Unofficial","Band, Unofficial",#N/A
170,Outside stage at RET + Brilliance + Analog Creative Inc. + IRAD Day Party.,Highasakite,Bungalow,"Highasakite | Highasakite Launches The In and Out of Weeks EP | Their First International Release on Propeller Records Highasakite Makes Indie Pop With a Twist  | A Sparkling Cocktail Combining 60s American Rock, | Norwegian Folk Music, Jazzy Drumming, Organic Synthesizers | and Zither into a Bright, Buoyant Sound In And Out Of Weeks due March 5th, 2013 | Highasakite Will Make Their American Debut at SXSW in March Highasakite inhabits their own rare musical landscape, a place of long dark shadows, sudde…",2013-03-13 14:40:00',2013-03-13 15:45:00',92 Rainey St,,,,http://austin2013.sched.org/event/56512e579d9a5cdd54f0301a391325eb,http://www.eventbrite.com/event/5525833918/sched,"Band, Unofficial","Wednesday March 13, 2013 2:40pm - 3:45pm",Wednesday,3,13,2013,2:40pm,pm,14,40,3:45pm,pm,15,45,Bungalow (92 Rainey St),92 Rainey St,92 Rainey St,,,,", Band, Unofficial","Band, Unofficial",#N/A
204,Outside stage at RET + Brilliance + Analog Creative Inc. + IRAD Day Party.,Heyerdahl,Bungalow,"Heyerdahl | Heyerdahl just did their first gig EVER at this years Øyafestival in Oslo and was | met with amazing reviews “Stunning! – P3.no” Their debut single follows by a | European tour visiting Berlin, London and Barcelona. | Heyerdahl is Kenneth Ishak, Mattis With, Tore Løchstøer Hauge and Magne | Mostue from Oslo, Norway. | Tired of Oslo, Heyerdahl rented a lighthouse at Stadt on the west coast of | Norway and built a temporary studio overlooking the vast ocean. Accustomed to | the cit…",2013-03-13 16:00:00',2013-03-13 17:00:00',92 Rainey St,,,,http://austin2013.sched.org/event/79e3a636d3de6bc5e78db58fda747462,http://www.eventbrite.com/event/5525833918/sched,"Band, Unofficial","Wednesday March 13, 2013 4:00pm - 5:00pm",Wednesday,3,13,2013,4:00pm,pm,16,0,5:00pm,pm,17,0,Bungalow (92 Rainey St),92 Rainey St,92 Rainey St,,,,", Band, Unofficial","Band, Unofficial",#N/A
85,Outside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Sarah Gayle Meech,The Dogwood / Molotov,Sarah Gayle Meech,2013-03-13 11:00:00',2013-03-13 12:00:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/6e544c96c71f29bd83e567b668c4adaf,http://www.facebook.com/events/545547602131055/,,"Wednesday March 13, 2013 11:00am - 12:00pm",Wednesday,3,13,2013,11:00am,am,11,0,12:00pm,pm,12,0,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,-0,,#N/A
111,Outside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Shurman,The Dogwood / Molotov,Shurman,2013-03-13 12:00:00',2013-03-13 13:00:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/4653eb4200f51da2ea5ddb19e92cd840,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 12:00pm - 1:00pm",Wednesday,3,13,2013,12:00pm,pm,12,0,1:00pm,pm,13,0,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
132,Outside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),James Mcmurtry,The Dogwood / Molotov,James Mcmurtry,2013-03-13 13:00:00',2013-03-13 14:00:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/916c4ed026afdf7e6688a00c8a8f614c,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 1:00pm - 2:00pm",Wednesday,3,13,2013,1:00pm,pm,13,0,2:00pm,pm,14,0,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
151,Outside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Howlin' Brothers,The Dogwood / Molotov,Howlin' Brothers,2013-03-13 14:00:00',2013-03-13 15:00:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/7021582b1918bf23fd8748c76d2c7729,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 2:00pm - 3:00pm",Wednesday,3,13,2013,2:00pm,pm,14,0,3:00pm,pm,15,0,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
178,Outside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Mike Scott & Steve Wickham of The Waterboys,The Dogwood / Molotov,Mike Scott & Steve Wickham of The Waterboys,2013-03-13 15:00:00',2013-03-13 16:00:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/edc1ef8321654382232d5c760f9b752f,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 3:00pm - 4:00pm",Wednesday,3,13,2013,3:00pm,pm,15,0,4:00pm,pm,16,0,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
198,Outside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),American Aquarium,The Dogwood / Molotov,American Aquarium,2013-03-13 16:00:00',2013-03-13 17:00:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/fa291c6ae98fb7a5119778adc2a85799,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 4:00pm - 5:00pm",Wednesday,3,13,2013,4:00pm,pm,16,0,5:00pm,pm,17,0,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
227,Outside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Jon Dee Graham,The Dogwood / Molotov,Jon Dee Graham,2013-03-13 17:00:00',2013-03-13 18:00:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/54bf7cfe876472368187bd5b5e8da543,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 5:00pm - 6:00pm",Wednesday,3,13,2013,5:00pm,pm,17,0,6:00pm,pm,18,0,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
247,Outside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Chuck Mead & The Grassy Knoll Boys,The Dogwood / Molotov,The Grassy Knoll Boys | Chuck Mead,2013-03-13 18:00:00',2013-03-13 18:55:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/096bb7ab09d752205f78000326ed2b3e,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 6:00pm - 6:55pm",Wednesday,3,13,2013,6:00pm,pm,18,0,6:55pm,pm,18,55,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
266,Outside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Billy Joe Shaver,The Dogwood / Molotov,Billy Joe Shaver,2013-03-13 18:55:00',2013-03-13 20:00:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/dcb8dc3d8b9ad26dd944033abf4817b7,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 6:55pm - 8:00pm",Wednesday,3,13,2013,6:55pm,pm,18,55,8:00pm,pm,20,0,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
281,Outside Stage Dogwood - Guitartown + Conqueroo Kickoff Party (M Music & Musicians),Taylor Greenwood,The Dogwood / Molotov,Taylor Greenwood,2013-03-13 20:00:00',2013-03-13 21:00:00',715 W. 6th St,Austin,TX,78701,http://austin2013.sched.org/event/6da39528cb90ee6fbd4689070d6fed82,http://www.facebook.com/events/545547602131055/,"Band, Unofficial","Wednesday March 13, 2013 8:00pm - 9:00pm",Wednesday,3,13,2013,8:00pm,pm,20,0,9:00pm,pm,21,0,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701)","715 W. 6th St, Austin, Texas 78701",715 W. 6th St,Austin,TX,78701,"The Dogwood / Molotov (715 W. 6th St, Austin, Texas 78701), Band, Unofficial","Band, Unofficial",#N/A
2,Part of the Spare Beats party presented by SpareFoot.,Applied Pressure,The North Door,0,2013-03-08 20:00:00',2013-03-08 02:00:00',501 N I H 35,Austin,TX,78702,http://austin2013.sched.org/event/2e3db632395b78d9d79120b1f5029201,http://do512.com/c/sx2013/event/2013/03/08/sparefoot-presents-spare-beats-free,,"Friday March 8, 2013 8:00pm - 2:00am",Friday,3,8,2013,8:00pm,pm,20,0,2:00am,am,2,0,"The North Door (501 N I H 35, Austin, TX 78702)","501 N I H 35, Austin, TX 78702",501 N I H 35,Austin,TX,78702,-0,,#N/A
3,Part of the Spare Beats party presented by SpareFoot.,DJ Expo,The North Door,0,2013-03-08 20:00:00',2013-03-08 02:00:00',501 N I H 35,Austin,TX,78702,http://austin2013.sched.org/event/6b5aa40c47be7eb116073ff8f643c751,http://do512.com/c/sx2013/event/2013/03/08/sparefoot-presents-spare-beats-free,"Band, Unofficial","Friday March 8, 2013 8:00pm - 2:00am",Friday,0:00,8,2013,8:00pm,pm,20,0,2:00am,am,2,0,"The North Door (501 N I H 35, Austin, TX 78702)","501 N I H 35, Austin, TX 78702",501 N I H 35,Austin,TX,78702,", Band, Unofficial","Band, Unofficial",#N/A
4,Part of the Spare Beats party presented by SpareFoot.,DJ Jayceeoh,The North Door,0,2013-03-08 20:00:00',2013-03-08 02:00:00',501 N I H 35,Austin,TX,78702,http://austin2013.sched.org/event/3935f4cc4ce7cdf05b012280df4d2fa1,http://do512.com/c/sx2013/event/2013/03/08/sparefoot-presents-spare-beats-free,"Band, Unofficial","Friday March 8, 2013 8:00pm - 2:00am",Friday,3,8,2013,8:00pm,pm,20,0,2:00am,am,2,0,"The North Door (501 N I H 35, Austin, TX 78702)","501 N I H 35, Austin, TX 78702",501 N I H 35,Austin,TX,78702,", Band, Unofficial","Band, Unofficial",#N/A
5,Part of the Spare Beats party presented by SpareFoot.,K.Flay,The North Door,0,2013-03-08 20:00:00',2013-03-08 02:00:00',501 N I H 35,Austin,TX,78702,http://austin2013.sched.org/event/a8469d29c53e609b59c061a64aa11f6f,http://do512.com/c/sx2013/event/2013/03/08/sparefoot-presents-spare-beats-free,"Band, Unofficial","Friday March 8, 2013 8:00pm - 2:00am",Friday,3,8,2013,8:00pm,pm,20,0,2:00am,am,2,0,"The North Door (501 N I H 35, Austin, TX 78702)","501 N I H 35, Austin, TX 78702",501 N I H 35,Austin,TX,78702,", Band, Unofficial","Band, Unofficial",#N/A
6,Part of the Spare Beats party presented by SpareFoot.,Table Manners Crew,The North Door,0,2013-03-08 20:00:00',2013-03-08 02:00:00',501 N I H 35,Austin,TX,78702,http://austin2013.sched.org/event/19ad8da5bff64708d03330b85c2282ee,http://do512.com/c/sx2013/event/2013/03/08/sparefoot-presents-spare-beats-free,"Band, Unofficial","Friday March 8, 2013 8:00pm - 2:00am",Friday,3,8,2013,8:00pm,pm,20,0,2:00am,am,2,0,"The North Door (501 N I H 35, Austin, TX 78702)","501 N I H 35, Austin, TX 78702",501 N I H 35,Austin,TX,78702,", Band, Unofficial","Band, Unofficial",#N/A
10,Performing at The Bonus Round Party.,DJ Rob Ortenzi,West Canopy of the Palmer Events Center,DJ Rob Ortenzi,2013-03-09 19:00:00',2013-03-09 22:00:00',900 Barton Springs Rd ,Austin,TX,78704,http://austin2013.sched.org/event/cb49607e7d20cfc8ff26f948685f15d1,-0,,"Saturday March 9, 2013 7:00pm - 10:00pm",Saturday,3,9,2013,7:00pm,pm,19,0,10:00pm,pm,22,0,"West Canopy of the Palmer Events Center (900 Barton Springs Rd Austin, TX 78704)","900 Barton Springs Rd Austin, TX 78704",900 Barton Springs Rd ,Austin,TX,78704,-0,,#N/A
11,Performing at The Bonus Round Party.,Driver Friendly,West Canopy of the Palmer Events Center,Driver Friendly,2013-03-09 19:00:00',2013-03-09 22:00:00',900 Barton Springs Rd ,Austin,TX,78704,http://austin2013.sched.org/event/835a51e036274d3d628d030d6a89dd92,-0,,"Saturday March 9, 2013 7:00pm - 10:00pm",Saturday,3,9,2013,7:00pm,pm,19,0,10:00pm,pm,22,0,"West Canopy of the Palmer Events Center (900 Barton Springs Rd Austin, TX 78704)","900 Barton Springs Rd Austin, TX 78704",900 Barton Springs Rd ,Austin,TX,78704,",",,#N/A
12,Performing at The Bonus Round Party.,Frank Turner and the Sleeping Souls,West Canopy of the Palmer Events Center,Frank Turner and the Sleeping Souls,2013-03-09 19:00:00',2013-03-09 22:00:00',900 Barton Springs Rd ,Austin,TX,78704,http://austin2013.sched.org/event/10ba62acb99a7a890ee0432860e8eb05,-0,,"Saturday March 9, 2013 7:00pm - 10:00pm",Saturday,3,9,2013,7:00pm,pm,19,0,10:00pm,pm,22,0,"West Canopy of the Palmer Events Center (900 Barton Springs Rd Austin, TX 78704)","900 Barton Springs Rd Austin, TX 78704",900 Barton Springs Rd ,Austin,TX,78704,",",,#N/A
894,Pop Montreal Day Party.,Waxahatchee,The Liberty,"Waxahatchee | waxahatchee boondocks>>>west philadelphia>>>austin, texas sxsw 2013http://facebook.com/waxahatchee",2013-03-16 12:00:00',2013-03-16 12:30:00',1618 1/2 E. 6th St.,Austin,TX,78702,http://austin2013.sched.org/event/e436816b4abb346b51acc3b08bb64ee9,-0,"Band, Unofficial","Saturday March 16, 2013 12:00pm - 12:30pm",Saturday,3,16,2013,12:00pm,pm,12,0,12:30pm,pm,12,30,"The Liberty (1618 1/2 E. 6th St., Austin, TX, 78702)","1618 1/2 E. 6th St., Austin, TX, 78702",1618 1/2 E. 6th St.,Austin,TX,78702,"The Liberty (1618 1/2 E. 6th St., Austin, TX, 78702), Band, Unofficial","Band, Unofficial",#N/A
