"URL","Artist","Hometown","Tags","Description","Description HTML","Picture Link","Youtube Link"
"http://do512.com/c/sx2013/bands/haim","Haim","Los Angeles, CA","indie, female vocalists, indie pop","Indie / Pop / RockLA-based sister trio HAIM has offered its new Forever EP for free download. Comprised of bassist Este (24), lead guitarist Danielle (22), rhythm guitar, keyboard, and percussionist Alana Haim (19), the girls spent their childhood playing in a family band, and are able to seamlessly switch from instrument to instrument with complete confidence and ease, all while singing in three part harmony. Influenced by Stevie Nicks, Kate Bush, Eurythmics, Aaliyah, and TLC, HAIM was featured in two separate NYLON pieces this month, with the site calling their songs “bizarrely good,” noting, “They’re all gorgeous and have serious style, but you know what? That doesn’t even matter, because these girls are really talented musicians.” HAIM will be making their SXSW debut this March with more performances to be announced. Read their Interview Magazine ""Discovery"" piece to get better acquainted.","<p>Indie / Pop / Rock<br><br><p style=""text-align: justify; font-style: normal; margin-bottom: 0.0001pt; font-family: 'Times New Roman'; margin-top: 0pt; font-weight: normal; "" align=""justify""><span style=""font-size: 13px; font-family: Calibri, Helvetica, Arial, sans-serif; "">LA-based sister trio <b><span class=""caps"">HAIM</span></b> has offered its new <b><i>Forever</i></b> EP for free </span><a href=""http://r20.rs6.net/tn.jsp?et=1109405466754&s=22837&e=001jGXxtaIiPR1XShboVTo0IIy9BC0FNA5Gmv7CHE3o3uBBRA8W11tsEMwVSiBa7fS3VzEazjyVEFoSvbtVzjcIZwujyJofgmL1XGYgXZV2T7Mw8ps2z9y_eA=="" shape=""rect"" target=""_blank"" style=""font-size: 13px; color: blue; font-family: Calibri, Helvetica, Arial, sans-serif; "">download</a><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; padding-right: 16px; width: 16px; min-height: 16px; ""></span><span style=""font-size: 13px; font-family: Calibri, Helvetica, Arial, sans-serif; "">. Comprised of bassist <b>Este</b> (24), lead guitarist <b>Danielle</b> (22), rhythm guitar, keyboard, and percussionist <b>Alana Haim</b> (19), the girls spent their childhood playing in a family band, and are able to seamlessly switch from instrument to instrument with complete confidence and ease, all while singing in three part harmony. Influenced by <b>Stevie Nicks</b>, <b>Kate Bush</b>, <b>Eurythmics</b>, <b>Aaliyah</b>, and <b><span class=""caps"">TLC</span></b>, <span class=""caps"">HAIM</span> was featured in two separate <i><b><span class=""caps"">NYLON</span></b></i> pieces this month, with the site calling their songs “bizarrely good,” noting, “They’re all gorgeous and have serious style, but you know what? That doesn’t even matter, because these girls are <i>really</i> talented musicians.” <span class=""caps"">HAIM</span> will be making their <b><span class=""caps"">SXSW</span></b> debut this March with more performances to be announced. Read their <b><i>Interview Magazine</i></b> ""</span><a href=""http://r20.rs6.net/tn.jsp?et=1109405466754&s=22837&e=001jGXxtaIiPR392vgFqOJXVZ7gzo0ZQ7byfYakhW_zh0SfISbPGEnbdlQyY9PDnJtP-iCEq10SQFk9JPWWqdOZBKWUZ7Yh9YsA5Gi3LplqARAoZSOwLZHResDLEdWmeQUIJZ5PD_fNb9hYcLg6lOS7V7bovY8yIleEb-AQlwc6Fy0="" shape=""rect"" target=""_blank"" style=""font-size: 13px; color: blue; font-family: Calibri, Helvetica, Arial, sans-serif; "">Discovery</a><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px; padding-right: 16px; width: 16px; min-height: 16px; ""></span><span style=""font-size: 13px; font-family: Calibri, Helvetica, Arial, sans-serif; "">"" piece to get better acquainted.</span></p><br></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/2545253/Haimimage1_poster.jpg","http://www.youtube.com/e/sEwM6ERq0gc?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-neighbourhood","The Neighbourhood","Los Angeles, CA","rock, indie, indie pop","","","http://s3.amazonaws.com/dostuff-production/photos/4799503/neighbourhood_poster.jpg","http://www.youtube.com/e/jwK7-u_0VWk?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/action-bronson-","Action Bronson","Queens, NY","hip-hop, underground hip-hop, new york","A raunchy, cylinder-shaped ginger of Eastern European ancestry might not be the first dude you’d peg for rap stardom, but that’s exactly the mantle Action Bronson is on the verge of possessing. Over the last two years, the 28-year old Queens native has become one of hip-hop’s most charismatic and colorful new characters, thanks to his wicked sense of humor, a buffet of impressive releases and the rare knack for updating cherished East Coast aesthetics into indisputably modern music. Last year, The New York Times hailed Bronson as “one of the most promising prospects in New York hip-hop.” That formidable potential is now being realized. When Bronson gleefully tossed slabs of meat from Peter Luger’s famed steakhouse into a wild-ass crowd at the Music Hall of Williamsburg, the mosh pit of skaters, knuckleheads, rap purists and young women was evidence of his ever-widening appeal. Born Ariyan Arslani, Bronson grew up in Forest Hills, Queens, the son of an Albanian immigrant father and a Jewish mother from Brooklyn. He was an only child, but the population of the two-bedroom apartment swelled to as many as 13 inhabitants due to cousins, aunts, uncles and refuges from ethnic strife in Kosovo. It was in the family restaurant that Bronson developed his enduring fascination with quality eating. After studying in the Art Institute of New York’s culinary program, he took jobs ranging from busboy to sous chef. Consequently, songs in his discography often read like menu items: “Roasted Bone Marrow,” “Pouches of Tuna,” “Jerk Chicken,” “Ceviche.” Rolling Stone, appreciating the theme, described Bronson’s music as “the ultimate in comfort food, with a contemporary twist.” While Bronson was a ravenous musical connoisseur who grew up admiring artists like Kool G. Rap, Cam’ron and Mobb Deep, he never contemplated rapping himself. But a few years back, he penned a satirical song over a Southern beat CD and the results were improbably impressive. With an oversized personality, intricate wordplay and the cagy charm of an outer-borough striver, he was a natural. And after a broken leg forced him out of the kitchen, Bronson began writing seriously. In 2007, joined with Mayhem Lauren and Jay Steele to release the Last of a Dyin’ Breed: Volume 1 mixtape under the collective name “The Outdoorsmen.” Bronson’s insistent delivery and penchant for flamboyant phraseology initially drew some comparisons to Ghostface, but he has long since matured beyond such superficialities. In 2011 alone, he released Bon Appetit… Bitch!, The Program EP, Dr. Lecter and Well Done. 2012 introduced collaborations with artists like Earl Sweatshirt, Riff Raff and SpaceGhostPurp, as well as Blue Chips, the brilliant street album produced by Party Supplies. In awarding the effort a lofty 8.1, Pitchfork called Bronson “one of the most hilarious and creative writers in rap” who savagely captured the essence of New York’s seedy soul: “It is what a Weegee photograph would look like now.” In August of 2012, Bronson signed with Vice/Warner Bros Records. With the leading youth media company’s multi-platform power now backing him, forthcoming projects like Rare Chandeliers with Alchemist, Saab Story with Harry Fraud and Blue Chips 2 will find countless new listeners. His debut LP on Vice/Warner Bros. Music is scheduled for 2013. For Action Bronson, this accelerating rise to greatness may just persuade him to put off “laying back, eating poutine” for a little while longer.","<div>A raunchy, cylinder-shaped ginger of Eastern European ancestry might not be the first dude you’d peg for rap stardom, but that’s exactly the mantle Action Bronson is on the verge of possessing. Over the last two years, the 28-year old Queens native has become one of hip-hop’s most charismatic and colorful new characters, thanks to his wicked sense of humor, a buffet of impressive releases and the rare knack for updating cherished East Coast aesthetics into indisputably modern music. </div><div>Last year, The New York Times hailed Bronson as “one of the most promising prospects in New York hip-hop.” That formidable potential is now being realized. When Bronson gleefully tossed slabs of meat from Peter Luger’s famed steakhouse into a wild-ass crowd at the Music Hall of Williamsburg, the mosh pit of skaters, knuckleheads, rap purists and young women was evidence of his ever-widening appeal. </div><div>Born Ariyan Arslani, Bronson grew up in Forest Hills, Queens, the son of an Albanian immigrant father and a Jewish mother from Brooklyn. He was an only child, but the population of the two-bedroom apartment swelled to as many as 13 inhabitants due to cousins, aunts, uncles and refuges from ethnic strife in Kosovo. </div><div>It was in the family restaurant that Bronson developed his enduring fascination with quality eating. After studying in the Art Institute of New York’s culinary program, he took jobs ranging from busboy to sous chef. Consequently, songs in his discography often read like menu items: “Roasted Bone Marrow,” “Pouches of Tuna,” “Jerk Chicken,” “Ceviche.” Rolling Stone, appreciating the theme, described Bronson’s music as “the ultimate in comfort food, with a contemporary twist.” </div><div>While Bronson was a ravenous musical connoisseur who grew up admiring artists like Kool G. Rap, Cam’ron and Mobb Deep, he never contemplated rapping himself. But a few years back, he penned a satirical song over a Southern beat CD and the results were improbably impressive. With an oversized personality, intricate wordplay and the cagy charm of an outer-borough striver, he was a natural. And after a broken leg forced him out of the kitchen, Bronson began writing seriously. In 2007, joined with Mayhem Lauren and Jay Steele to release the Last of a Dyin’ Breed: Volume 1 mixtape under the collective name “The Outdoorsmen.” </div><div>Bronson’s insistent delivery and penchant for flamboyant phraseology initially drew some comparisons to Ghostface, but he has long since matured beyond such superficialities. In 2011 alone, he released Bon Appetit… Bitch!, The Program EP, Dr. Lecter and Well Done. 2012 introduced collaborations with artists like Earl Sweatshirt, Riff Raff and SpaceGhostPurp, as well as Blue Chips, the brilliant street album produced by Party Supplies. In awarding the effort a lofty 8.1, Pitchfork called Bronson “one of the most hilarious and creative writers in rap” who savagely captured the essence of New York’s seedy soul: “It is what a Weegee photograph would look like now.” </div><div>In August of 2012, Bronson signed with Vice/Warner Bros Records. With the leading youth media company’s multi-platform power now backing him, forthcoming projects like Rare Chandeliers with Alchemist, Saab Story with Harry Fraud and Blue Chips 2 will find countless new listeners. His debut LP on Vice/Warner Bros. Music is scheduled for 2013. For Action Bronson, this accelerating rise to greatness may just persuade him to put off “laying back, eating poutine” for a little while longer.</div> </div>","http://s3.amazonaws.com/dostuff-production/photos/5355835/1ac6975fa0c4bba1d0557c6ad9ff94a9_poster.jpeg","http://www.youtube.com/e/uiAQ9xQQHeQ?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/rockie-fresh","Rockie Fresh","Chicago, IL","","Hip Hop / Rap / Alternative","<p>Hip Hop / Rap / Alternative</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7067624/211a326860f9b34eb8a05be6a728fceb_poster.jpeg","http://www.youtube.com/e/CChI-4JVIQU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/blondfire","Blondfire","Los Angeles, CA","indie, female vocalists, indie pop","Brother and sister, Bruce and Erica Driscoll, make music. Enjoy.","<p><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">Brother and sister, Bruce and Erica Driscoll, make music. Enjoy.</span></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5622670/blondfire_poster.jpg","http://www.youtube.com/e/3K3l2VfLDMI?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/sirah","Sirah","Everywhere","female mc","A’cappella / Hip Hop / Indie","<p>A’cappella / Hip Hop / Indie</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7211504/1662928e64537e125f4fbe8f2fa82396_poster.jpeg","http://www.youtube.com/e/UIezyQrb15g?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/rod-argent","Rod Argent","UK","rock, jazz, progressive rock","Classic Rock","<p>Classic Rock</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1516430/865d67efec994b55aef389c2dbd1e83f_poster.jpeg","http://www.youtube.com/e/or4-eFFWwZ4?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/colin-blunstone","Colin Blunstone","TG","rock, pop, classic rock","Visual","<p>Visual</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1325991/3d425b38792ed2c3a94f97391967c404_poster.jpeg","http://www.youtube.com/e/rjSImSu-xQE?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/dent-may","Dent May","Oxford, MS","singer-songwriter, acoustic, indie pop","Dent May writes and records homemade pop music in Mississippi, where he was born in 1985. He began songwriting at age 12. The following year, he started a band called Flood, who covered Creed and 311 and sold homemade cassettes to classmates. In high school, heavily influenced by Elvis Costello and The Cars, Dent fronted a power-pop band called The Rockwells. Feeling like an outsider in Mississippi, he retreated to the Internet, where he spent his time soaking in pop music and culture from around the globe. After dropping out of NYU film school, Dent founded Oxford, Mississippi’s self-proclaimed “infotainment cult” Cats Purring. Since then, his musical endeavors have included a debut LP of ukulele tunes on Paw Tracks, dance recordings under the Dent Sweat moniker, and a mysterious unfinished psych-country rock opera called Cowboy Maloney’s Electric City. He throws notorious DIY shows at his home, a former Boys & Girls club now deemed the Cats Purring Dude Ranch. Recent singles on Forest Family and Paw Tracks have found Dent abandoning the ukulele in favor of cosmic synths, funky guitars, analog drum machines, loopy bass lines, and massive vocal harmonies. He played all the instruments on his new album Do Things, which was recorded at the Dude Ranch and in a friend’s rural cabin by a cotton field. Do Things will be released by Paw Tracks on June 12, 2012.","<p><span style=""font-family: Arial,Helvetica,sans-serif;"">Dent May writes <br /> and records homemade pop music in Mississippi, where he was born in <br /> 1985. He began songwriting at age 12. The following year, he started a <br /> band called Flood, who covered Creed and 311 and sold homemade cassettes<br /> to classmates. In high school, heavily influenced by Elvis Costello and<br /> The Cars, Dent fronted a power-pop band called The Rockwells. Feeling <br /> like an outsider in Mississippi, he retreated to the Internet, where he <br /> spent his time soaking in pop music and culture from around the globe.<br></p> <br> After dropping out of <span class=""caps"">NYU</span> film school, Dent founded Oxford, <p>Mississippi’s self-proclaimed “infotainment cult” Cats Purring. Since <br /> then, his musical endeavors have included a debut LP of ukulele tunes on<br /> Paw Tracks, dance recordings under the Dent Sweat moniker, and a <br /> mysterious unfinished psych-country rock opera called Cowboy Maloney’s <br /> Electric City. He throws notorious <span class=""caps"">DIY</span> shows at his home, a former Boys <br /> & Girls club now deemed the Cats Purring Dude Ranch. <br></p> <br> Recent singles on Forest Family and Paw Tracks have found Dent <p>abandoning the ukulele in favor of cosmic synths, funky guitars, analog <br /> drum machines, loopy bass lines, and massive vocal harmonies. He played <br /> all the instruments on his new album <i>Do Things</i>, which was recorded at the Dude Ranch and in a friend’s rural cabin by a cotton field. <i>Do Things</i> will be released by Paw Tracks on June 12, 2012.</span><br><br></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1450094/cf6b12cd3eb3a260aa8d3caa7931dc6c_poster.jpeg","http://www.youtube.com/e/qXS_C77rbME?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/nerves-junior","Nerves Junior","Louisville","rock, electronica, electronic, alternative","http://www.crash-avenue.com/artist/publicity/nerves-junior/","<p>http://www.crash-avenue.com/artist/publicity/nerves-junior/</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7131944/80c35beb19e010e399ddb8cc9a8a1298_poster.jpeg",""
"http://do512.com/c/sx2013/bands/shugo-tokumaru","Shugo Tokumaru","Tokyo, Japan","","When it comes to music, Shugo is most likely one of the busiest people in the industry. Not only does he write and record his own stellar pop tunes under his own name, he also plays in the group Gellers, rocking the guitar, backup vocals, and other goodness. Shugo writes, mixes, and performs with tamurapan, and gets behind the mixing board for many other indie acts in Tokyo. Shugo is just like the person you hear on his record: At first he doesn’t appear to stand out from the crowd, but quickly the uniqueness and creativity seep from the edges to form some sort of super music-making field around him. Listen at Last.fm","<p>When it comes to music, Shugo is most likely one of the busiest people in the industry. Not only does he write and record his own stellar pop tunes under his own name, he also plays in the group <a href=""http://www.last.fm/music/Gellers"">Gellers</a>, rocking the guitar, backup vocals, and other goodness. Shugo writes, mixes, and performs with <a href=""http://www.last.fm/music/tamurapan"">tamurapan</a>, and gets behind the mixing board for many other indie acts in Tokyo. Shugo is just like the person you hear on his record: At first he doesn’t appear to stand out from the crowd, but quickly the uniqueness and creativity seep from the edges to form some sort of super music-making field around him. <a href=""http://www.last.fm/music/Shugo+Tokumaru"" target=""_blank"">Listen at Last.fm</a></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7049384/518fb44d774a98710a7f5a55d92efd40_poster.jpeg","http://www.youtube.com/e/Q-WM-x__BOk?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/conveyor","Conveyor","Brooklyn, NY","indie, singer-songwriter, acoustic, indie folk","A band of four gentlemen, living in Brooklyn. First record released on July 17th, 2012 via Paper Garden Records.","<p>A band of four gentlemen, living in Brooklyn. First record released on July 17th, 2012 via Paper Garden Records.</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/3193365/conveyor_poster.jpg","http://www.youtube.com/e/_-OZP3kifog?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/miracles-of-modern-science","Miracles of Modern Science","Brooklyn, NY","indie rock, indie pop, orchestral","Classical / Pop / Progressive","<p>Classical / Pop / Progressive</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1027694/0dcdea4452f590abbb5d3f069bcbb472_poster.jpeg","http://www.youtube.com/e/Dy41l7-4Zqk?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/hip-hatchet","Hip Hatchet","Middlebury VT","singer-songwriter, folk, acoustic, alt-country","Acoustic / Folk","<p>Acoustic / Folk</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5344381/e28c86638afec24157d07af572b82643_poster.jpeg","http://www.youtube.com/e/jDbanwazghw?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/alex-arndt-","Alex Arndt","","","","","http://cdn1.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361570289","http://www.youtube.com/e/QodjwuhwJmM?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-dear-hunter","The Dear Hunter","Providence, RI","rock, indie, experimental, progressive rock","The Dear Hunter is the full-time project of Casey Crescenzo, formerly of post-hardcore band The Receiving End of Sirens. The band got its name from the lead character of the story that he wrote to go along with the music. The sound is unlike that of Casey’s former band, with more alternative and progressive rock tendencies and a wider variety of instrumentation. The band began as a side project of Casey Crescenzo when he was full time member of the Boston, Massachusetts band The Receiving End of Sirens. It was originally intended as a vehicle for music Casey had written that didn’t fit with the heavier sound of The Receiving End of Sirens. In the winter of 2005 Casey recorded the Dear Ms. Leading demos. He created 10 copies of the demos on burned CDs intended for the ears of friends, and they began circulation. At the time he did not plan to pursue The Dear Hunter full time and allowed the demos to be placed online for download. On February 2, 2006, The Dear Hunter played its first show with The Receiving End of Sirens as the backing band. In May 2006, Casey left The Receiving End of Sirens and began work on The Dear Hunter’s first studio album. He expanded the scope of the project to a six-album story set at the dawn of the 20th century about the birth, life, and abrupt death of a boy, known only in the story as ""The Dear Hunter."" In a 2007 interview with music website Absolutepunk.net, Casey stated that he already has the overall story of The Dear Hunter mapped out, with each act in 1-3 page treatments. Casey produced and recorded the EP by himself with only of the help of his brother on drums and mother on backing vocals. Act I: The Lake South, The River North was released in September 2006 on Triple Crown Records. Shortly after the EP’s release, Casey recruited Luke Dent of the recently split band Faraway for vocals and keyboards and Erick Serna as a second guitarist. Luke brought in his brother Sam Dent on drums and Erick brought long-time friend Josh Rheault in to play bass. The complete band entered the studio in late 2006 to record the follow-up to Act I. Recording finished in early 2007. Act II: The Meaning of, and All Things Regarding Ms. Leading was released May 22, 2007, only eight months after the band’s previous release. The band recently finished filming a music video for the song The Church And The Dime. They have also announced that they are currently working on nine albums, each of which is inspired by a different color of the visible spectrum (red, orange, yellow, green, blue, indigo, and violet), with black and white added as bookends. They will include many guest appearances, and will span many different genres of music. Casey has said that the band’s main focus will still be the Act albums and music, but that each of the color albums will be from 30 to 60 minutes in length. A book based on the story of Act II is currently in the works. Artist Kent St. John was selected to do the illustrations, the progress of which can be seen on his blog. Prior to a string of dates with Circa Survive, Josh Rheault and brothers Sam and Luke Dent all left the band. Temporary replacements for the November tour dates included Cliff Sarcona and Julio Tavarez of As Tall as Lions and Andy Wildrick of The Junior Varsity. Wildrick would later join the band as a permanent member, along with Sagan Jacobson of Crown Atlantic on bass and Casey’s brother Nick Crescenzo on drums. The band embarked on their first headlining tour in mid-2008 with Lydia, Eye Alaska, and You, Me, and Everyone We Know. After the tour, the band plans to enter the studio to record Act III, which they hope to release in early 2009. Visit the band’s official site at http://www.thedearhunter.com/ Listen at Last.fm","<p>The Dear Hunter is the full-time project of <a href=""http://www.last.fm/music/Casey+Crescenzo"" class=""bbcode_artist"">Casey Crescenzo</a>, formerly of <a href=""http://www.last.fm/tag/post-hardcore"" class=""bbcode_tag"" rel=""tag"">post-hardcore</a> band <a href=""http://www.last.fm/music/The+Receiving+End+of+Sirens"" class=""bbcode_artist"">The Receiving End of Sirens</a>. The band got its name from the lead character of the story that he wrote to go along with the music. The sound is unlike that of Casey’s former band, with more <a href=""http://www.last.fm/tag/alternative"" class=""bbcode_tag"" rel=""tag"">alternative</a> and <a href=""http://www.last.fm/tag/progressive%20rock"" class=""bbcode_tag"" rel=""tag"">progressive rock</a> tendencies and a wider variety of instrumentation. The band began as a side project of Casey Crescenzo when he was full time member of the Boston, Massachusetts band The Receiving End of Sirens. It was originally intended as a vehicle for music Casey had written that didn’t fit with the heavier sound of The Receiving End of Sirens. In the winter of 2005 Casey recorded the Dear Ms. Leading demos. He created 10 copies of the demos on burned CDs intended for the ears of friends, and they began circulation. At the time he did not plan to pursue The Dear Hunter full time and allowed the demos to be placed online for download. On February 2, 2006, The Dear Hunter played its first show with The Receiving End of Sirens as the backing band. In May 2006, Casey left The Receiving End of Sirens and began work on The Dear Hunter’s first studio album. He expanded the scope of the project to a six-album story set at the dawn of the 20th century about the birth, life, and abrupt death of a boy, known only in the story as ""The Dear Hunter."" In a 2007 interview with music website Absolutepunk.net, Casey stated that he already has the overall story of The Dear Hunter mapped out, with each act in 1-3 page treatments. Casey produced and recorded the EP by himself with only of the help of his brother on drums and mother on backing vocals. <a title=""The Dear Hunter - Act I: The Lake South, The River North"" href=""http://www.last.fm/music/The+Dear+Hunter/Act+I%3A+The+Lake+South%2C+The+River+North"" class=""bbcode_album"">Act I: The Lake South, The River North</a> was released in September 2006 on Triple Crown Records. Shortly after the EP’s release, Casey recruited <a href=""http://www.last.fm/music/Luke+Dent"" class=""bbcode_artist"">Luke Dent</a> of the recently split band <a href=""http://www.last.fm/music/Faraway"" class=""bbcode_artist"">Faraway</a> for vocals and keyboards and <a href=""http://www.last.fm/music/Erick+Serna"" class=""bbcode_artist"">Erick Serna</a> as a second guitarist. Luke brought in his brother <a href=""http://www.last.fm/music/Sam+Dent"" class=""bbcode_artist"">Sam Dent</a> on drums and Erick brought long-time friend <a href=""http://www.last.fm/music/Josh+Rheault"" class=""bbcode_artist"">Josh Rheault</a> in to play bass. The complete band entered the studio in late 2006 to record the follow-up to Act I. Recording finished in early 2007. Act II: The Meaning of, and All Things Regarding Ms. Leading was released May 22, 2007, only eight months after the band’s previous release. The band recently finished filming a music video for the song <a title=""The Dear Hunter – The Church And The Dime"" href=""http://www.last.fm/music/+noredirect/The+Dear+Hunter/_/The+Church+And+The+Dime"" class=""bbcode_track"">The Church And The Dime</a>. They have also announced that they are currently working on nine albums, each of which is inspired by a different color of the visible spectrum (red, orange, yellow, green, blue, indigo, and violet), with black and white added as bookends. They will include many guest appearances, and will span many different genres of music. Casey has said that the band’s main focus will still be the Act albums and music, but that each of the color albums will be from 30 to 60 minutes in length. A book based on the story of Act II is currently in the works. Artist Kent St. John was selected to do the illustrations, the progress of which can be seen on his blog. Prior to a string of dates with Circa Survive, Josh Rheault and brothers Sam and Luke Dent all left the band. Temporary replacements for the November tour dates included Cliff Sarcona and Julio Tavarez of <a href=""http://www.last.fm/music/As+Tall+as+Lions"" class=""bbcode_artist"">As Tall as Lions</a> and <a href=""http://www.last.fm/music/Andy+Wildrick"" class=""bbcode_artist"">Andy Wildrick</a> of <a href=""http://www.last.fm/music/The+Junior+Varsity"" class=""bbcode_artist"">The Junior Varsity</a>. Wildrick would later join the band as a permanent member, along with <a href=""http://www.last.fm/music/Sagan+Jacobson"" class=""bbcode_artist"">Sagan Jacobson</a> of <a href=""http://www.last.fm/music/Crown+Atlantic"" class=""bbcode_artist"">Crown Atlantic</a> on bass and Casey’s brother <a href=""http://www.last.fm/music/Nick+Crescenzo"" class=""bbcode_artist"">Nick Crescenzo</a> on drums. The band embarked on their first headlining tour in mid-2008 with Lydia, Eye Alaska, and You, Me, and Everyone We Know. After the tour, the band plans to enter the studio to record Act <span class=""caps"">III</span>, which they hope to release in early 2009. Visit the band’s official site at <a href=""http://www.thedearhunter.com/"" rel=""nofollow"">http://www.thedearhunter.com/</a> <a href=""http://www.last.fm/music/The+Dear+Hunter"" target=""_blank"">Listen at Last.fm</a></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7053374/99260dc923755b9c93817e3d34819e81_poster.jpeg","http://www.youtube.com/e/PFX08ssSsLI?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/future-ghost","Future Ghost","Los Angeles, CA","","Pop / Rock","<p>Pop / Rock</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5322733/b40e0a15e2da9a257fb5b7372ca128d3_poster.jpeg",""
"http://do512.com/c/sx2013/bands/the-unlikely-candidates","The Unlikely Candidates","Keller, Texas","","Indie / Pop Punk / Rock","<p>Indie / Pop Punk / Rock</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7216070/18a9acaa5d4236bdca5d5c82864565c0_poster.jpeg","http://www.youtube.com/e/g4A7aqepnSw?enablejsapi=1&version=3"
