"Austin Motion Artists SXSW Meetup","Picturebox","An evening of motion graphics and VFX talk presented by the Austin Motion Artists Group 
Presentations by: 
Moontower VFX 
Stephen Fishman 
Dustin Scott 
Free beer all night! 
Expresso & baked sweets provided by The Sweet Trolley. 
Music by SoundFounder of Exploded Drawings","2013-03-10 17:00:00","2013-03-10 17:00:00","701 Tillery St","Austin","TX","78702","http://austin2013.sched.org/event/f17d03729a9541d1acc064695589b48f","Party, Unofficial","http://www.facebook.com/events/492625184129216/"
"Brooklyn Brewery Marketing Party (Found Footage & Imgur)","Clive Bar","Brooklyn Beers are on the house from 6pm - 7pm 
Using our collective Q1 budgets, Brooklyn Brewery, Found Footage and Imgur have put together the most effective marketing party that Austin has ever orwill ever see. By getting our beer into moneyed consumer's hands, prompting them to laugh at odd and hilarious videos,  employing talented, on-the-rise musicians and projecting pleasing ambient light into the night sky, we are confident that those in attendance will look favorably upon our organizations. There will also be gifs. Lots of gifs. 
Music by Prince Rama (BKLYN), Sinkane (BKLYN) & The Dig (BKLYN) 
Comedy from Found Footage Festival 
Internet Insanity from Imgur 
The Best Beer from Brooklyn 
Projection Art by Nuit Blanche New York 
More information: 
http://brooklynbrewerymash.com/austin/found-footage-festival","2013-03-10 17:00:00","2013-03-10 02:00:00","609 Davis St","","","","http://austin2013.sched.org/event/97610bf20466a6e8f521b55308c0658b","Party, Unofficial","na"
"SF MusicTech Happy Hour","Conduit Corner","Relax with backrubs and chill music. Feed on some good ol' munchies. Mix and mingle with cool peeps.","2013-03-10 17:00:00","2013-03-10 19:00:00","E 7th St & Congress Ave","Austin","TX","","http://austin2013.sched.org/event/2a59df7f690689763824aaf6b0fdb8f5","Party, Unofficial","na"
"SXSW Free Drinks Party","Hilton Austin Downtown","Note: This event is sold out.  
This event is part of the Smart Canadians Lounge at the SXSW Startup Village. Join Canadian (and American) entrepreneurs, big thinkers and notable doers in the digital industry. This is just an excuse to get together, have a few (free) drinks, and network with some of the best and brightest in the startup space.","2013-03-10 17:00:00","2013-03-10 18:00:00","500 E 4th St","","","","http://austin2013.sched.org/event/2cfa0aeaa1886bdb4165d1dd1637fca7","Party, Unofficial","na"
"Wiley's Author Party","Hangar Lounge","Wiley is hosting a SX party for the fourth year in a row and it's been getting better each time! 
We've partnered with Hangar Lounge to host 3 hours of free food and drinks in appreciation of our amazing authors and the supportive readers that make everything possible for us. 
*Space is limited to 300 at a time and a RSVP does not guarantee entry* 
To find everything Wiley, look here.","2013-03-10 18:00:00","2013-03-10 21:00:00","318 Colorado St","Austin","TX","78701","http://austin2013.sched.org/event/3433eef4638938c195afb76aef2769ad","Party, Unofficial","http://do512.com/c/sx2013/event/2013/03/10/wileys-sx2013-author-party-badges-wristbands"
"HP High Tech Trivia Night","Opal Divines Freehouse","Do you have what it takes to win the ultimate tech trivia contest against other tech experts? Do you love to compete, are passionate about technology, and thoroughly enjoy free eats and drinks with fellow tech enthusiasts? Thatﾒs right. Eat. Drink. Compete. Win. 
Get together your team of up to five of your SXSW buddies, or leave it to destiny and join a group with complete strangers. Either way, youﾒre in for a great time at this high-energy tech trivia smackdown. And winners walk away with amazing, new HP technology","2013-03-10 19:00:00","2013-03-10 22:00:00","700 West 6th Street","Austin","TX","78701","http://austin2013.sched.org/event/f1e668aa97b395b9c933bd699ebe60f9","Party, Unofficial","na"
"SXLocal Unofficial Showcase (Something Local)","Meduse Lounge","We'll be partying into the wee hours with some of the foot-tapping rock that Austin is known for. 
This event is open to all 21+ SXSW badge holders, as well as non-badge holders with an RSVP. Please RSVP on Eventbrite. Attendees will be required to show a photo ID (driver's license or passport) to enter the venue.","2013-03-10 20:00:00","2013-03-10 02:00:00","219 Congress Ave","","","","http://austin2013.sched.org/event/a63a3d420273c6f156c6d357d3cd424f","Party, Unofficial","na"
"The Crowdtap VIP Party III","Haven","Get ready to be taken to The Future in celebration of our soon to be released white paper, The Collaborative Marketing Future. Get ready for some of the hottest music acts on the verge of super stardom headlined by famed mashup artists White Panda as well as the soon to be huge bands Radical Something and Little Daylight. Back again are internationally acclaimed VJ Culture, NYC's top DJ Vikas and year two of the Battle of Austin's Best Food Trucks. As usual, many additional suprises can be expected.  
This party is VIP-invite only for leading marketers at brands and agencies. If you already received an invite, continue on and register yourself via VIP Invite selection. If you have a guest you would like to invite, have them join the waitlist and list your name as the referrer and we will do our best to accomodate.  
If you have not received an invite, feel free to register for the waitlist or e-mail vip@crowdtap.com with your full info and if we can accomodate you, we will. We will send out an e-mail to all those on the final list by a few days prior to the event and confirm details.","2013-03-10 20:30:00","2013-03-10 02:00:00","409 Colorado St","","","","http://austin2013.sched.org/event/e8f52c68ea6008e4418f5b4eb7482656","Party, Unofficial","na"
"Music, Meet Tech","Bourbon Girl","Austin-based music startups, vivogig, DejaSet and Eye In The Sky are bringing together the worlds of technology and music for one unforgettable night. Be there.","2013-03-10 21:00:00","2013-03-10 21:00:00","212 East 6th Street","Austin","TX","78701","http://austin2013.sched.org/event/36fc67533a582eb0097094321b512f66","Party, Unofficial","http://do512.com/c/sx2013/event/2013/03/10/music-meet-tech"
"Rishi K Party (Resurgence)","Lanai Rooftop Lounge","In the spirit of SXSW, you are bound to expect gigs by artists that are  
making a name for themselves, and Rishi K. is one we though you should  
get to know. Come and enjoy other local DJs as well.  
9pm - Andres Aguirre  
10pm - Will Konitzer  
11pm - George Horn  
12am - Rishi K 
Free entry and sponsorship by Indio Beer.","2013-03-10 21:00:00","2013-03-10 02:00:00","422 Congress Ave","Austin","TX","78701","http://austin2013.sched.org/event/0bdd8932e1edbaa9dfeee4c2d7e129dd","Party, Unofficial","http://www.resurgence-club.com/"
"Rishi K Party (Resurgence)","Lanai Rooftop Lounge","In the spirit of SXSW, you are bound to expect gigs by artists that are  
making a name for themselves, and Rishi K. is one we though you should  
get to know. Come and enjoy other local DJs as well.  
9pm - Andres Aguirre  
10pm - Will Konitzer  
11pm - George Horn  
12am - Rishi K 
Free entry and sponsorship by Indio Beer.","2013-03-10 21:00:00","2013-03-10 02:00:00","422 Congress Ave","Austin","TX","78701","http://austin2013.sched.org/event/e620ad916cf7c8e9d8b7e2369f51a728","Party, Unofficial","http://www.resurgence-club.com/"
"SapientNitro","The Parish Austin","Don't miss our party at The Parish Austin, where DJ Spider returns for an another amazing set, and you become part of the SapientNitro story. Plus, as always, FREE BOOZE! 
Please remember to pick up your 2013 SXSW badge first. You'll need it to get in! 
More info: http://ideaengineers.sapient.com/events/south-by-southwest-2013/","2013-03-10 21:00:00","2013-03-10 23:00:00","214 E. 6th Street","Austin","TX","78701","http://austin2013.sched.org/event/bc7ed13f7fc602ce9419dfb1c8dcc048","Party, Unofficial","na"
"KIND Healthy Breakfast (The Feast)","Flavorpill Sanctuary @ #Feed","Serving KIND Breakfast Parfaits with yogurt, fresh fruit, grains, and KIND bars. DJ'ed by Natasha Blank, and powered by Windows 8.","2013-03-11 09:00:00","2013-03-11 10:00:00","700 Congress Avenue","Austin","TX","78701","http://austin2013.sched.org/event/ffe13a769db2036b6afaf0f01348bd54","Party, Unofficial","http://beta.flavorpill.com/events/5127cd425fab0b0016000716"
"Free Massage by Zeel.com","Flavorpill Sanctuary @ #Feed","Enjoy a free massage at the Flavorpill Sanctuary every day from the 9th to the 12th.","2013-03-11 09:00:00","2013-03-11 09:00:00","700 Congress Avenue","Austin","TX","78701","http://austin2013.sched.org/event/4e239139fe2ccb12235f449fe0de1337","Party, Unofficial","http://beta.flavorpill.com/events/5127c389bacfbf001600092f"
"ATX Over Easy: Breakfast with Local Tech Companies","Fogo de Chao","Join local tech companies and startups for breakfast and the opportunity to learn about the Austin tech community. Presented by the Austin Chamber and R/GA. 
As breakfast is being served on the Fogo De Chao Rooftop, visit with participating companies, learn more about their businesses and discuss what it's like to live, work, and start a business in the great city of Austin, TX. 
This is an official SXSW event, so guests will be required to show this ticket as well as their interactive badge to participate.","2013-03-11 09:30:00","2013-03-11 11:30:00","309 E. 3rd St","Austin","TX","","http://austin2013.sched.org/event/532ed5ad209eacff1d0044969298ad90","Party, Unofficial","na"
"CYC Fitness Spin & Drenched Class","Flavorpill Sanctuary @ #Feed","A fast and furious 40 minutes of high-intensity exercise guaranteed to rock your booty. First up is 20 minutes of CYC, a powerful spin session. That's followed by 20 minutes of Drenched by Keoni Hudoba, which focuses on strength, speed, and endurance via martial arts and plyometric sequences. Powered by Windows 8.","2013-03-11 10:00:00","2013-03-11 11:00:00","700 Congress Avenue","Austin","TX","78701","http://austin2013.sched.org/event/8f35a0c4b3a1650468c6c61fae039ceb","Party, Unofficial","http://beta.flavorpill.com/events/5127d0b82c2ccb0016000005"
"Fashion Brain Bar","W Hotel Austin - Terrace","The Fashion Brain Bar is a full-day event exclusively for our industry to connect, hang out, and tap into the knowledge of some of fashionﾒs most successful experts. 
Come join us on the terrace of the W hotel in Austin for free cocktails, giveaways and access to our industryﾒs most brilliant minds. 
Note: The Fashion Brain Bar is for industry professionals only and extremely limited, so please RSVP early. If tickets are Sold Out, please add yourself to the waiting list. Once tickets become available, we will contact you to let you know you can finalize your RSVP. 
There is no fee to attend, and no badge required!","2013-03-11 10:00:00","2013-03-11 17:00:00","200 Lavaca Street","Austin","TX","","http://austin2013.sched.org/event/844c90bc4a1638185554648cf4ed4230","Party, Unofficial","na"
"Gigya Grill Breakfast","Copa","Kick off your day at the Gigya Grill Breakfast! 
Jumpstart your morning with coffee, light breakfast, and good conversation. Meet other innovators in the social marketing space and chat with Gigya's product experts and leadership team.","2013-03-11 10:00:00","2013-03-11 12:00:00","217 Congress Ave","","","","http://austin2013.sched.org/event/a4c6b5e79c876933a6421800f10c37bb","Party, Unofficial","na"
"Hackney House Austin","Hackney House","The Hackney team will be setting up as Hackney House Austin ﾖ an international travelling ﾑcapsuleﾒ edition of 2012ﾒs stunning and successful urban pop-up space, set up in Hackney's Shoreditch district during last yearﾒs Olympic Games. 
For four days only, Hackney House Austin will transform a 3,000+ sq ft space on 6th Street into the ultimate Hackney-inspired workshop space. Through a carefully curated programme of Art, Design, Music, Film, Product and Events, 25 local businesses will have the opportunity to spotlight their work, network with Austin friends, entertain and enlighten, all within an exceptional space. 
By day, Hackney House Austin will be a welcoming hangout, complete with free WIFI and coffee, meeting spaces, and power chargers. The space will be filled with a curated programme of short films by Protein, onedotzero and ITV. The Sugru repair shop will be open for business, and youﾒll be invited to drop by and pick up your pre-ordered business cards by Moo. 
The afternoons see us amp up the pace with panels and workshops by MakieLab and onedotzero, as well as a screening of Choose Your Own Documentary presented by ITV. Protein will (re)launch its premium video content platform Protein TV at the ﾑFuture of TVﾒ forum, featuring experts in the field of television and hosted by Proteinﾒs Founder and CEO William Rowe.","2013-03-11 10:00:00","2013-03-11 14:00:00","119 West 6th Street","Austin","TX","78701","http://austin2013.sched.org/event/bc7be591b5084db820abe7d89f026e91","Party, Unofficial","http://www.eventbrite.co.uk/org/3305709110?s=12739300"
"Sunrise Yoga Fusion by Crunch Gyms","Flavorpill Sanctuary @ #Feed","Jump-start your day with a class that builds strength and flexibility with both yoga & pilates. Yoha mats provided. DJ'ed by Natasha Blank, and powered by Windows 8.","2013-03-11 11:00:00","2013-03-11 11:30:00","700 Congress Avenue","Austin","TX","78701","http://austin2013.sched.org/event/eaef4acae578e4f53e95b5bcc9079aba","Party, Unofficial","http://beta.flavorpill.com/events/5127d1a32c2ccb001600002c"
"Mash-up Bootcamp by Crunch Gyms","Flavorpill Sanctuary @ #Feed","This class is one part cardio and one part plyometric strength training, all set to the soundtrack of a DJ playing nothing but mash-ups. Powered by Windows 8.","2013-03-11 11:30:00","2013-03-11 12:00:00","700 Congress Avenue","Austin","TX","78701","http://austin2013.sched.org/event/c1a0a99bb87759eca18c288b513aaac2","Party, Unofficial","http://beta.flavorpill.com/events/5127d3b2a16ceb001600001d"
"Dirty Yoga by Crunch Gyms","Flavorpill Sanctuary @ #Feed","Cardio + Yoga = Dirty Yoga. Guaranteed to get your heart rate up! Powered by Windows.","2013-03-11 12:00:00","2013-03-11 12:30:00","700 Congress Avenue","Austin","TX","78701","http://austin2013.sched.org/event/b6fc93f14567c3c1e4030812d8ee1fed","Party, Unofficial","http://beta.flavorpill.com/events/5127df1b9fc85900160000c0"
"Gigya Grill Luncheon","Copa","Eat, Drink, and Be Social! 
Share a meal with the top minds in digital and social. Lunch is on us!","2013-03-11 12:00:00","2013-03-11 14:00:00","217 Congress Ave","","","","http://austin2013.sched.org/event/f354329e0645bc552766d4802a463ae4","Party, Unofficial","na"
"The Spotify House","The Spotify House","Join us at the Spotify House! Weﾒve got everything from daily live performances by some of the most buzzed about bands, artist DJ sets, local food truck flavors, ping-pong, photobooth, giveaways and more. 
Spotify Premium users will be getting the VIP house treatment with hosted food and drink. Sign-up for a 30-day free Premium trial here.","2013-03-11 12:00:00","2013-03-11 18:00:00","1010 East Cesar Chavez","Austin","TX","78701","http://austin2013.sched.org/event/f92ca90de952d7d40a0a75ed920d407e","Party, Unofficial","http://spotifyhouse.splashthat.com/"
"POUND by Crunch Gyms","Flavorpill Sanctuary @ #Feed","Pretend you're in STOMP and get a great workout at the same time! Powered by Windows 8.","2013-03-11 12:30:00","2013-03-11 13:00:00","700 Congress Avenue","Austin","TX","78701","http://austin2013.sched.org/event/f7bd2230aab387bb9d1313b5dfadacd1","Party, Unofficial","http://beta.flavorpill.com/events/5127e2864555120016000103"
"SXSW HootUp - Social Business","Social Good Space","Please note that this event is sold out.  
Social media is not just for marketing, communications and support. As a business, it's one of the most important tools to generate conversation. Come discuss how social can help you reach your business objectives, maintain an organized internal culture, and generate sales.","2013-03-11 12:30:00","2013-03-11 14:00:00","i35 & sixth st","Austin","TX","","http://austin2013.sched.org/event/5c966fb8a4f2bc509e2dfeb476d4d0e7","Party, Unofficial","http://www.eventbrite.com/event/5589502352/sched"
"2Fly by Crunch Gyms","Flavorpill Sanctuary @ #Feed","For lovers of '90s dance moves and hip-hop. You'll barely realize you're working out, because you'll be too busy doing coffee grinders and the sprinkler. Powered by Windows 8.","2013-03-11 13:00:00","2013-03-11 13:30:00","700 Congress Avenue","Austin","TX","78701","http://austin2013.sched.org/event/efcf7ad3a68e43204bd3f78e6dee6b95","Party, Unofficial","http://beta.flavorpill.com/events/5127e312b6312b0016000105"
"Beats & Bytes","Flavorpill Sanctuary @ #Feed","Powered by Windows 8 and General Assembly, Flavorpill presents a lunchtime dance party (snacks included) with a different killer DJ all week long.","2013-03-11 13:00:00","2013-03-11 15:00:00","700 Congress Avenue","Austin","TX","78701","http://austin2013.sched.org/event/ce46b70e0dc2ebee2a3a12408f573513","Party, Unofficial","http://beta.flavorpill.com/events/5127ede85b73cb0016000180"
"Epic Office Hours (Capital Factory)","Capital Factory","Connect with Austin's most successful entrepreneurs, most active angel investors, most experienced lawyers, and most prominent venture capitalists for another Epic Office Hours!","2013-03-11 13:00:00","2013-03-11 17:00:00","701 Brazos Street","Austin","TX","78701","http://austin2013.sched.org/event/05a5d260a7f94e32d53cbe9025dd5b53","Party, Unofficial","na"
"Covert Curiosity Kickoff Party (Ender Productions)","Hotel Vegas Bar","Free with RSVP","2013-03-11 14:00:00","2013-03-11 02:00:00","1500 E 6th St","Austin","TX","78702","http://austin2013.sched.org/event/f4e3998a7d676955787e6b04c7eaee76","Party, Unofficial","http://do512.com/c/sx2013/event/2013/03/11/covert-curiosity-and-ender-productions-kickoff-party"
"Developer Trivia Happy Hour at the #CMLounge (Twilio & Mashery)","Circus Mashimus Lounge, SXSW Convention Center","Developers, designers, tech industry buffs and DOers, join Twilio for an afternoon trivia happy hour event.  
Trivia you say?! Why yes, weﾒll host three rounds of trivia with questions around tech, programming, startup tidbits and more. Play solo or build a team, just make sure to register here for the event - space is limited. 
Weﾒll have have brews on tap and prizes for the teams throughout the event. While you're there pwning trivia questions, make sure to take a look around the hottest lounge circus act in town. 
Please note that badges are required for access to the convention center.","2013-03-11 14:00:00","2013-03-11 16:00:00","500 E Cesar Chavez St","Austin","TX","78701","http://austin2013.sched.org/event/2904ae076aeaefb30bca7e37cc2c797e","Party, Unofficial","na"
"Engine 26 Workshop with Daniel Hirschmann","Hackney House","Engine26 at Hackney House Austin is a digital painting workshop delivered by Daniel Hirschmann of Hirsch and Mann and Technology Will Save Us. All visitors to Hackney House Austin are welcome to paint and play, using bespoke software on touch tablets with tuition from Daniel Hirschmann, from 2-4pm every day during SXSWi 2013. 
Engine26 by Daniel Hirschmann is part of the ongoing experimentation and development of the generative painting genre of new media artwork. It has been developed to act as a collaborative tool that allows the combination of pattern, structure, color, context and process to produce versioned artworks. The software is written to allow for the gestural manipulation of live video and the output of a ﾑpaintedﾒ moment in time.  
Please note that registering for an event does not guarantee admission. Admission is granted on a first come, first served basis to those who have booked through Eventbrite. Schedule subject to change.","2013-03-11 14:00:00","2013-03-11 16:00:00","119 West 6th Street","Austin","TX","78701","http://austin2013.sched.org/event/0771e00762d3a83022d6636bd0a01f03","Party, Unofficial","na"
"Gigya Grill Happy Hour","Copa","Mingle with industry leaders, grab a beer and a bite, enjoy our live DJ, and meet top brass from the largest enterprises in the world.","2013-03-11 15:00:00","2013-03-11 17:00:00","217 Congress Ave","","","","http://austin2013.sched.org/event/00b44b3c3d1eee395298e22000677ff8","Party, Unofficial","na"
"Indie Game Dev Happy Hour","The Brixton","Join us for a happy hour honoring the indie game dev community.  Whether you are local or visiting we'd love to meet you and treat you to free drinks & some down time. 
Buy Minicore Studios' iOS word Puzzler, Tumblewords, for BONUS free drinks!","2013-03-11 16:00:00","2013-03-11 16:00:00","1412 E. 6th Street","Austin","TX","78702","http://austin2013.sched.org/event/6aa93920fc42bd3cf8ffeb3112cd2af5","Party, Unofficial","na"
"RxSM: Underground Film Expo","Emo's East Plaza","Free with RSVP 
We're elated to present 100 films, including featured premieres, 18 films that have won Best Feature, Best Documentary or Best Short at Film ExChange Network Festivals in Victoria, TX; Brooklyn, NY; New Orleans, LA; Corpus Christi, TX; Hamburg, Germany; and Lahti, Finland. 
Highlights & Special Events: 100 Films, Superior Cinephile Contest, Unlimited Libations, Celebrity Appearances, Late Late Thursday Night Social Ride After Party, Special Event Premiere of Danko Jones (Lemmy Kilmister, Elijah Wood, Selma Blair, & Mike Watt) 
One film from each category will travel to the Victoria, TX Independent Film Festival, held April 4-7 
Schedule: 
4:00pm: 4 Hour Monday Marathon Shorts Program 
So Over You 
The 54 
The Lift 
Hatch 
Spaghetti fur Zwei 
Chrysanthemums the Word 
Double or Nothing 
Pissinﾒ In the Wind 
Corks  Cattle Baron 
Commerce 
Consolation of Orion 
El Toro 
After School Special 
America 101 
8:00pm: Cohasset Snuff Film 
10:00pm: Kinos Exchange Showcase 
Closet 
Play God 
Distance 
2:00am: Christian Dreadful","2013-03-11 16:00:00","2013-03-11 04:00:00","2015 E Riverside Dr","Austin","TX","78741","http://austin2013.sched.org/event/a3be7062670122351dca930402cd5b3b","Party, Unofficial","http://do512.com/c/sx2013/event/2013/03/11/rxsm-iv-self-medicated-film-expo-day-four-free-w-rsvp-on-do512"
"Keep Austin Wired and Wireless","Max's Wine Dive","Take a break from SXSWi and celebrate mobile innovation with barbecue, drinks and the kickoff of MoDev Austin!","2013-03-11 17:00:00","2013-03-11 19:00:00","207 San Jacinto Boulevard","Austin","TX","78701","http://austin2013.sched.org/event/528e92d30fe610cb4d5441a90b5b8257","Party, Unofficial","na"
"SoDA Happy Hour","Dogwood","Join SoDA at one of Austinﾒs newest bars and meet with the movers and shakers in digital marketing from around the globe. Partake in this invite-only, networking event with drinks courtesy of SoDA and our cohosts, Rain, Digitaria, Econsultancy, Engage Sciences and Brandwatch.","2013-03-11 17:00:00","2013-03-11 20:00:00","715 W 6th St","Austin","TX","78701","http://austin2013.sched.org/event/585b2ff883bbd7c2115b74ed8040845a","Party, Unofficial","na"
"Songza Happy Hour","Conduit Corner","na","2013-03-11 17:00:00","2013-03-11 19:00:00","E 7th St & Congress Ave","Austin","TX","","http://austin2013.sched.org/event/626b70dded097ba1a8d74798591ea372","Party, Unofficial","na"
"LatAm is Landing at SXSW 2013","Rooftop Meetup, uShip World HQ","This event requires a private invitation. 
This meetup will bring together organizations, Latin American entrepreneurs and businesses that are closely tied to the current developments in the Latino business and technology communities in both the U.S. and Latin America. Limited spaces are available. 
Speakers 
Shawn Bose 
Roberto Martini 
Craig Montouri","2013-03-11 17:45:00","2013-03-11 19:45:00","205 Brazos St.","Austin","TX","","http://austin2013.sched.org/event/097ab2cbb27200eeaf50189543d936f4","Party, Unofficial","na"
"COHO 5.0","Hudson on Fifth","Yup: It's our fifth year celebrating Houston's KICKASS creative community during that little Interactive+Film+Music thingie in Austin every March!  
#COHO is a public event -- no badge necessary! -- driven by the manic minds behind awesomenesses(es) like Visualized and TEDx Houston ... so expect spectacular surprises! (Try saying THAT five times fast.)","2013-03-11 18:00:00","2013-03-11 22:00:00","301 West 5th Street","Austin","TX","78701","http://austin2013.sched.org/event/c394549136d67c649b0bedc783efd715","Party, Unofficial","na"
"Big Nerd Ranch Gypsy Caravan","The Gypsy Lounge","Join the Big Nerd Ranch Gypsy Caravan as it heads to Austin for a great party during SxSW. We'll have food and drinks, fortune tellers, tarot card readers, THE NERD Aaron Hillegass, live music and great giveaways. 
Come by for your chance to win a free Big Nerd Ranch bootcamp to learn mobile app development. (Learn more about our bootcamps at www.bignerdranch.com.) Plus, Microsoft will be giving away a Surface! 
Join us by RSVPing to rsvp@bignerdranch.com. We'll also have a party bus to and from the Convention Center!","2013-03-11 18:00:00","2013-03-11 22:00:00","1504 East 6th Street","Austin","TX","78702","http://austin2013.sched.org/event/e75663167194e7dbfeea2704e5fe6a25","Party, Unofficial","http://www.bignerdranch.com/index"
"COHO 5.0","Hudson on Fifth","Yup: It's our fifth year celebrating Houston's KICKASS creative community during that little Interactive+Film+Music thingie in Austin every March!  
#COHO is a public event -- no badge necessary! -- driven by the manic minds behind awesomenesses(es) like Visualized and TEDx Houston ... so expect spectacular surprises! (Try saying THAT five times fast.)","2013-03-11 18:00:00","2013-03-11 22:00:00","301 West 5th Street","Austin","TX","78701","http://austin2013.sched.org/event/da9046af8abafa398e326b9c3017028f","Party, Unofficial","na"
"Mobile Monday","Fogo de Chao","We packed Fogo de Chao last year with a room full of great conversation, brilliant ideas and interesting people -- and you can expect the same this year, so come grab a drink with us at the end of another day of SXSW before you head out to the night's parties.","2013-03-11 18:00:00","2013-03-11 20:00:00","309 E. 3rd St","Austin","TX","","http://austin2013.sched.org/event/7d5724effb90b0687b24155bc87f46ea","Party, Unofficial","na"
"No Way Back (The Barbarian Group + Vimeo)","Mohawk","For the first time ever, The Barbarian Group & Vimeo are partnering up to bring you the most epic throwdown of SXSW Interactive: ﾑNo Way Backﾒ. 
Mohawk + Club Deville 
?MOHAWK OUTSIDE STAGE: 
?7pm: Keys n Krates  
8pm: ?Poolside 
9pm: ?Murder By Death 
?10pm: Surfer Blood 
11pm: Divine Fits 
?+ Ulovei (house DJ) 
CLUB DEVILLE STAGE: 
7pm: ?Orthy DJ set  
?8pm: RAC DJ set 
9pm:? Rory Phillips DJ set  
10pm: ?The Juan MacLean DJ set  
?11pm: Neon Indian DJ set 
MOHAWK INSIDE STAGE: 
9:30pm: ?Hundred Visions 
10:30pm: Frank Smith? 
11:30pm:? Marmalakes 
?12:30am: Vacationer","2013-03-11 18:00:00","2013-03-11 02:00:00","912 Red River St","","","","http://austin2013.sched.org/event/2035f32822ed6f5340ad5fbddb20290c","Party, Unofficial","na"
"HP High Tech Trivia Night","Opal Divines Freehouse","Do you have what it takes to win the ultimate tech trivia contest against other tech experts? Do you love to compete, are passionate about technology, and thoroughly enjoy free eats and drinks with fellow tech enthusiasts? Thatﾒs right. Eat. Drink. Compete. Win. 
Get together your team of up to five of your SXSW buddies, or leave it to destiny and join a group with complete strangers. Either way, youﾒre in for a great time at this high-energy tech trivia smackdown. And winners walk away with amazing, new HP technology","2013-03-11 19:00:00","2013-03-11 22:00:00","700 West 6th Street","Austin","TX","78701","http://austin2013.sched.org/event/45bed3805ec906dabb10190a84fe973e","Party, Unofficial","na"
"NI at SXSW 2013","Latitude 30","The Northern Ireland mission to SxSW 2013 will be hosting a combined interactive, music and film party on Monday, March 11th, 7pm-late, at the British Music Embassy, Latitude 30, San Jacinto Blvd. 
Thereﾒll be beer, food, film screenings and music  
Visit: www.nisxsw.com","2013-03-11 19:00:00","2013-03-11 00:00:00","512 San Jacinto St","","","","http://austin2013.sched.org/event/ffa00c3bebcf6a4923ea06400c4e1c23","Party, Unofficial","na"
"SXSW Tech Skeeball (Riviera Partners)","Kung Fu Saloon","This is Riviera Partners 1st annual SXSW event so we are going all out (as far as our CEO will let us anyway).  You can expect to see tech stars from around the world in attendance and some of the most well-known company names in San Francisco and Silicon Valley.   
Come hang out with all of us and do some networking, maybe find a job, or if youﾒre looking to hire, perhaps learn about how we can find someone for you.  Most importantly, play some Skeeball, drink and have fun.  There will be door prizes as well as prizes for the best Skeeball team so you should probably start your skeeball team recruiting now!","2013-03-11 19:00:00","2013-03-11 22:00:00","510 Rio Grande","","","","http://austin2013.sched.org/event/bb33ef851c1f658db901e504802d6a22","Party, Unofficial","na"
"Thirstday SXSW 2013 (Bima & Sohnar Traffic Live)","Lanai","BIMA and Sohnar are very excited to bring you their first state-side digital networking event in the form of BIMA Thirstday at SXSW. As ever, the event will bring together key digital players, fresh from the SXSW festival, in an informal environment.  
Keep in touch on Twitter @BIMA and @TrafficLIVE plus #BIMAThirstDay or contact events@bima.co.uk for more info. 
We politely request that you register using your company email address only - due to space limitations, registrants applying with non-company email addresses will not be admitted.","2013-03-11 19:00:00","2013-03-11 23:30:00","422 Congress Ave","Austin","TX","78701","http://austin2013.sched.org/event/5b7fed6ee98c0e3f29d9b711f1141f62","Party, Unofficial","na"
"Rocket Fuel Party","The Parish","We'll have live music featuring Alt-J, Dawes, and Man Without Country. Get ready...Rocket Fuel will touch down in Austin for SXSW with a not-to-be missed party. The Parish is one of the best indoor live music venues in Austin, and features an intimate viewing experience. Join us for music, dancing, and socializing. Follow @rocketfuelinc for party updates!  
RSVP to get on the door list - entry only to those on the list or with SXSW badges. 
More info: rocketfuel.com/sxsw","2013-03-11 20:00:00","2013-03-11 01:00:00","214-B E 6th St","","","","http://austin2013.sched.org/event/ebff81b9416311fbbaa12ea25f71ef90","Party, Unofficial","http://rocketfuel.com/SXSW"
"Jack and Jill at the Capitol","Texas State Capitol","Calling all South Central Teens - We are headed to Austin for a fun-filled day of Policy, Texas Government and  legislative education.  The teens will tour the capital, partipicate in competitions, intern in legislative offices, be recognized on the floor, and participate in lectures with lobbyists.","2013-03-12 05:00:00","2013-03-12 20:00:00","1100 S Congress Ave","Austin","TX","78704","http://austin2013.sched.org/event/242ab58a79579d6890fd875abd2ff680","Party, Unofficial","na"
"SXSW Digital Marketer's Networking Breakfast","The Red Room","For SXSW Badged Registrants only. 
Come and go! 
Network with your fellow Digital Marketers! Grab a breakfast taco. A double-shot of espresso. A mimosa. (It's Austin - We're keeping it weird.) 
We've taken over The Red Room, a hidden little speakeasy about 70 steps away from the convention center, and turned it into quiet sanctuary away from the hubbub of sxsw. Got a hangover? No worries. A couple of acoustical guitar talents will quietly play (un-amplified) to soothe away the pain. We promise: this will be the quietest party you'll attend at SXSW. Free Texas-style breakfasty foods.  (i.e. breakfast tacos. Good ones.)Free espresso drinks.Free mimosas.Super-fast wifi so you can get things done if you want to.Other marketers so you network and make connections.Or, just find a quiet spot and nurse a cup of joe. Hosted by the Austin-based Digital Marketing firm Volacci.We would love to meet you! Follow @volacci#sxsw #marketersbreakfast","2013-03-12 07:30:00","2013-03-12 11:00:00","306 E 3rd St","Austin","TX","78701","http://austin2013.sched.org/event/2315642ec78971046d567039dd99ab49","Party, Unofficial","http://www.eventbrite.com/event/5599740976/sched"
